日付S,場 R,馬番,馬名S,馬ID,性別,斤量,騎手,調教師,馬体重,馬体重増減,芝ダ,距離,クラス
2026.3.8,中1,1,カリドーラ,,牝,55.0,三浦,美浦田村,492,-8,ダ,1800,３歳未勝利
2026.3.8,中1,2,クイーンアン,,牝,55.0,佐々木,美浦蛯名正,462,-4,ダ,1800,３歳未勝利
2026.3.8,中1,3,スタートオブシー,,牝,52.0,▲石田,美浦和田勇,378,0,ダ,1800,３歳未勝利
2026.3.8,中1,4,サーロー,,牝,55.0,菊沢,美浦勢司,486,2,ダ,1800,３歳未勝利
2026.3.8,中1,5,マコトアタキギリ,,牝,55.0,横山和,美浦柄崎,436,-12,ダ,1800,３歳未勝利
2026.3.8,中1,6,ペカリーナ,,牝,55.0,木幡初,美浦竹内,460,-2,ダ,1800,３歳未勝利
2026.3.8,中1,7,アンジュレーヌ,,牝,55.0,野中,美浦宮田,464,-2,ダ,1800,３歳未勝利
2026.3.8,中1,8,スターキャンディ,,牝,55.0,小林脩,美浦松山,476,0,ダ,1800,３歳未勝利
2026.3.8,中1,9,パルミエ,,牝,55.0,丸山,美浦宮田,456,0,ダ,1800,３歳未勝利
2026.3.8,中1,10,リベルタアーラ,,牝,52.0,▲石神道,美浦深山,414,6,ダ,1800,３歳未勝利
2026.3.8,中1,11,ルミテュット,,牝,55.0,岩田康,美浦萩原,500,0,ダ,1800,３歳未勝利
2026.3.8,中1,12,ペタルズダンス,,牝,55.0,矢野貴,美浦嘉藤,450,-2,ダ,1800,３歳未勝利
2026.3.8,中1,13,トランセンコ,,牝,55.0,木幡育,美浦松永康,450,2,ダ,1800,３歳未勝利
2026.3.8,中1,14,キタノエピックアン,,牝,52.0,▲上里,美浦萱野,452,0,ダ,1800,３歳未勝利
2026.3.8,中1,15,セニング,,牝,55.0,田辺,美浦深山,456,8,ダ,1800,３歳未勝利
2026.3.8,中1,16,ステイグローリアス,,牝,55.0,松岡,美浦堀内,474,0,ダ,1800,３歳未勝利
2026.3.8,中2,1,クアラトレンガヌ,,牡,55.0,△長浜,美浦小笠,456,16,ダ,1200,３歳未勝利
2026.3.8,中2,2,ベアフォースワン,,牡,57.0,松岡,美浦杉浦,442,-6,ダ,1200,３歳未勝利
2026.3.8,中2,3,ライカ,,牡,57.0,大野,美浦杉浦,446,4,ダ,1200,３歳未勝利
2026.3.8,中2,4,アミナス,,牡,57.0,柴田善,美浦田中勝,526,2,ダ,1200,３歳未勝利
2026.3.8,中2,5,セキテイロックス,,牡,54.0,▲上里,美浦嘉藤,492,-4,ダ,1200,３歳未勝利
2026.3.8,中2,6,ヘリオドール,,牝,52.0,▲石神道,美浦和田雄,460,-4,ダ,1200,３歳未勝利
2026.3.8,中2,7,デアプリームス,,牝,55.0,池添,美浦田島,438,-6,ダ,1200,３歳未勝利
2026.3.8,中2,8,マメーアップル,,牝,52.0,▲小林美,美浦岩戸,436,-2,ダ,1200,３歳未勝利
2026.3.8,中2,9,アイビーキラリ,,牝,55.0,原,美浦青木,422,-2,ダ,1200,３歳未勝利
2026.3.8,中2,10,スナップジジ,,牡,57.0,矢野貴,美浦堀内,510,4,ダ,1200,３歳未勝利
2026.3.8,中2,11,サリーアン,,牡,57.0,黛,美浦鈴木伸,464,0,ダ,1200,３歳未勝利
2026.3.8,中2,12,ツクバヴァンガード,,牡,57.0,横山武,美浦奥平,478,-2,ダ,1200,３歳未勝利
2026.3.8,中2,13,ハクサンスオーノ,,牡,57.0,荻野極,美浦加藤士,488,0,ダ,1200,３歳未勝利
2026.3.8,中2,14,ジェイエルサーベイ,,牡,57.0,横山和,美浦鈴木慎,520,0,ダ,1200,３歳未勝利
2026.3.8,中2,15,ベルオーシャン,,牝,52.0,▲舟山,美浦柄崎,412,6,ダ,1200,３歳未勝利
2026.3.8,中2,16,アイアンクラッド,,牡,57.0,三浦,美浦上原博,494,-4,ダ,1200,３歳未勝利
2026.3.8,中3,1,アイムスティルミー,,セ,57.0,江田照,美浦手塚久,426,-6,ダ,1800,３歳未勝利
2026.3.8,中3,2,マイネルゼーロス,,牡,54.0,▲石神道,美浦相沢,480,-8,ダ,1800,３歳未勝利
2026.3.8,中3,3,ラッキースウィッチ,,牡,57.0,横山武,美浦蛯名正,482,8,ダ,1800,３歳未勝利
2026.3.8,中3,4,カスターニエ,,牝,51.0,★谷原,美浦伊藤圭,420,-6,ダ,1800,３歳未勝利
2026.3.8,中3,5,グランフィエスタ,,牡,57.0,矢野貴,美浦稲垣,502,-4,ダ,1800,３歳未勝利
2026.3.8,中3,6,ゲンパチミスティ,,牝,55.0,石川,美浦西田,454,-12,ダ,1800,３歳未勝利
2026.3.8,中3,7,アルファマリブ,,牡,54.0,▲舟山,美浦村田,484,0,ダ,1800,３歳未勝利
2026.3.8,中3,8,ウインエンブレム,,牡,57.0,菊沢,美浦小手川,514,0,ダ,1800,３歳未勝利
2026.3.8,中3,9,ロット,,牝,55.0,嶋田,美浦本間,426,10,ダ,1800,３歳未勝利
