日付S,場 R,馬番,馬名S,馬ID,性別,斤量,騎手,調教師,馬体重,馬体重増減,芝ダ,距離,クラス
2026.7.18,福1,1,ヴェットビルズ,,牝,55.0,木幡育,美浦的場,464,6,芝,1200,２歳未勝利
2026.7.18,福1,2,エーオープリマ,,牝,55.0,原,美浦久保田,426,-10,芝,1200,２歳未勝利
2026.7.18,福1,3,ウインリスノアール,,牝,53.0,△石神道,美浦和田郎,444,-6,芝,1200,２歳未勝利
2026.7.18,福1,4,サリードゥ,,牝,55.0,津村,美浦鈴木伸,442,-4,芝,1200,２歳未勝利
2026.7.18,福1,5,エーアイクワイ,,牡,55.0,石川,美浦相沢,482,4,芝,1200,２歳未勝利
2026.7.18,福1,6,イサチルサリーレ,,牡,55.0,木幡初,美浦竹内,464,-2,芝,1200,２歳未勝利
2026.7.18,福1,7,ピリナカピリナ,,牝,55.0,武藤,美浦水野,,,芝,1200,２歳未勝利
2026.7.18,福1,8,シュネーバレン,,牝,55.0,木幡巧,美浦牧,426,2,芝,1200,２歳未勝利
2026.7.18,福1,9,アイデアルカット,,牡,55.0,江田照,美浦手塚徳,436,4,芝,1200,２歳未勝利
2026.7.18,福1,10,アミノショコラ,,牡,55.0,野中,美浦杉浦,468,-4,芝,1200,２歳未勝利
2026.7.18,福1,11,プリンセスロッティ,,牝,51.0,★谷原,美浦伊藤圭,428,-10,芝,1200,２歳未勝利
2026.7.18,福1,12,ショウナンハーヴェ,,牡,55.0,坂井,美浦中舘,436,2,芝,1200,２歳未勝利
2026.7.18,福1,13,オルッス,,牡,55.0,嶋田,美浦伊坂,438,6,芝,1200,２歳未勝利
2026.7.18,福2,1,サノノキセキ,,牡,55.0,戸崎圭,美浦尾形,458,-4,芝,1800,２歳未勝利
2026.7.18,福2,2,ビップヴィーナス,,牝,55.0,坂井,美浦田島,452,2,芝,1800,２歳未勝利
2026.7.18,福2,3,ウィナーズチェック,,牝,55.0,津村,美浦和田勇,376,-8,芝,1800,２歳未勝利
2026.7.18,福2,4,カペラテソーロ,,牡,55.0,木幡巧,美浦牧,480,-2,芝,1800,２歳未勝利
2026.7.18,福2,5,ティアラスピリット,,牝,55.0,菊沢,美浦上原博,466,0,芝,1800,２歳未勝利
2026.7.18,福2,6,フレンデル,,牡,55.0,杉原,美浦金成,438,-8,芝,1800,２歳未勝利
2026.7.18,福2,7,レディレックス,,牝,53.0,△石神道,美浦秋本,484,-12,芝,1800,２歳未勝利
2026.7.18,福2,8,ファウナード,,牡,55.0,石橋脩,美浦上原佑,452,4,芝,1800,２歳未勝利
2026.7.18,福2,9,スクリプトール,,牡,55.0,石川,美浦手塚久,472,8,芝,1800,２歳未勝利
2026.7.18,福3,1,プリンセスダーコ,,牝,55.0,原,美浦清水英,468,-2,ダ,1150,３歳未勝利
2026.7.18,福3,2,サクラボーベル,,牝,55.0,小崎,美浦森一,480,-4,ダ,1150,３歳未勝利
2026.7.18,福3,3,エクスペクタント,,牡,57.0,横山典,美浦平岩,466,10,ダ,1150,３歳未勝利
2026.7.18,福3,4,ヌビアン,,牡,57.0,木幡巧,美浦清水英,450,4,ダ,1150,３歳未勝利
2026.7.18,福3,5,ジャガーライズ,,牡,57.0,三浦,美浦伊藤圭,474,2,ダ,1150,３歳未勝利
