日付S,場 R,馬番,馬名S,馬ID,性別,斤量,騎手,調教師,馬体重,馬体重増減,芝ダ,距離,クラス
2026.8.9,新1,1,エクスマキナ,,牝,55.0,石川,美浦手塚徳,418,8,芝,2000,２歳未勝利
2026.8.9,新1,2,エイシンウルクンデ,,牡,55.0,三浦,美浦勢司,528,-4,芝,2000,２歳未勝利
2026.8.9,新1,3,セレスタイト,,牡,55.0,杉原,美浦岩戸,448,0,芝,2000,２歳未勝利
2026.8.9,新1,4,モンサンアミュザン,,牝,55.0,木幡巧,美浦牧,412,0,芝,2000,２歳未勝利
2026.8.9,新1,5,マイホームパパ,,牡,55.0,江田照,美浦深山,408,-2,芝,2000,２歳未勝利
2026.8.9,新1,6,アオイノリプー,,牡,55.0,田辺,美浦尾形,472,-10,芝,2000,２歳未勝利
2026.8.9,新1,7,コスモフラムオット,,牡,55.0,武藤,美浦武藤,460,-6,芝,2000,２歳未勝利
2026.8.9,新1,8,ラガリーガ,,牡,55.0,坂井,美浦手塚久,512,-2,芝,2000,２歳未勝利
2026.8.9,新1,9,セイウンオオゾラ,,牡,55.0,大野,美浦小手川,468,0,芝,2000,２歳未勝利
2026.8.9,新1,10,ウィモウェ,,牡,55.0,菱田,栗東吉田,444,0,芝,2000,２歳未勝利
2026.8.9,新1,11,シアルナーレ,,牡,55.0,戸崎圭,美浦田中博,434,-2,芝,2000,２歳未勝利
2026.8.9,新1,12,マスターボリューム,,牝,55.0,柴田大,美浦畠山,450,-2,芝,2000,２歳未勝利
2026.8.9,新1,13,スーパーユタカ,,牡,53.0,石神深道,美浦武井,486,-2,芝,2000,２歳未勝利
2026.8.9,新1,14,ツーハーツ,,牡,55.0,岩田望,栗東寺島,480,0,芝,2000,２歳未勝利
2026.8.9,新1,15,マハロハ,,牝,55.0,吉村,栗東清水久,450,-8,芝,2000,２歳未勝利
2026.8.9,新1,16,コスモモノポリー,,牝,55.0,菊沢,美浦相沢,442,2,芝,2000,２歳未勝利
2026.8.9,新2,1,クリガーレ,,牡,55.0,菊沢,美浦武市,428,0,芝,1200,２歳新馬
2026.8.9,新2,2,アーバンアート,,牝,52.0,▲上里,美浦加藤和,458,0,芝,1200,２歳新馬
2026.8.9,新2,3,ルブラッシュノモー,,牡,52.0,▲石田,美浦佐藤吉,390,0,芝,1200,２歳新馬
2026.8.9,新2,4,ワイズジュエル,,牝,55.0,三浦,美浦本間,422,0,芝,1200,２歳新馬
2026.8.9,新2,5,エスシークザン,,牡,55.0,菱田,美浦加藤士,508,0,芝,1200,２歳新馬
2026.8.9,新2,6,イスクメル,,牡,54.0,☆田山,美浦矢野,476,0,芝,1200,２歳新馬
2026.8.9,新2,7,メジェグレイス,,牝,55.0,江田照,美浦嘉藤,418,0,芝,1200,２歳新馬
2026.8.9,新2,8,ゴータマ,,牡,55.0,原,美浦池上,416,0,芝,1200,２歳新馬
2026.8.9,新2,9,キンバリー,,牡,55.0,松岡,美浦伊藤伸,494,0,芝,1200,２歳新馬
2026.8.9,新2,10,シジマ,,牝,55.0,岩田望,美浦池上,436,0,芝,1200,２歳新馬
2026.8.9,新2,11,ドッカイッチャッテ,,牝,55.0,木幡初,美浦深山,420,0,芝,1200,２歳新馬
2026.8.9,新3,1,ローズオブジャパン,,牝,55.0,松岡,美浦田中剛,438,4,ダ,1200,３歳未勝利
2026.8.9,新3,2,クツワエターナル,,牝,52.0,▲佐藤,美浦鈴木伸,454,0,ダ,1200,３歳未勝利
2026.8.9,新3,3,ヨルヴィック,,牝,55.0,吉村,美浦稲垣,454,-12,ダ,1200,３歳未勝利
2026.8.9,新3,4,エコロセレナ,,牝,55.0,岩田望,美浦斎藤誠,466,-4,ダ,1200,３歳未勝利
2026.8.9,新3,5,プティシラー,,牝,55.0,原優介,美浦上原博,458,-6,ダ,1200,３歳未勝利
2026.8.9,新3,6,エトワールフィーユ,,牝,55.0,菊沢一樹,美浦西田,464,6,ダ,1200,３歳未勝利
2026.8.9,新3,7,ロジザボード,,牝,55.0,戸崎圭,美浦古賀慎,488,6,ダ,1200,３歳未勝利
2026.8.9,新3,8,テリオスレイ,,牝,55.0,坂井,美浦田島,466,8,ダ,1200,３歳未勝利
2026.8.9,新3,9,ビューティドリーム,,牝,53.0,△石神道,美浦清水英,484,0,ダ,1200,３歳未勝利
2026.8.9,新3,10,カウガールハット,,牝,55.0,佐々木,美浦小野,460,6,ダ,1200,３歳未勝利
2026.8.9,新3,11,アルペンローゼ,,牝,54.0,☆田山,美浦栗田,472,-2,ダ,1200,３歳未勝利
2026.8.9,新3,12,ハングローズ,,牝,52.0,▲上里,美浦奥村武,448,4,ダ,1200,３歳未勝利
2026.8.9,新3,13,キョウエイハル,,牝,55.0,木幡巧,美浦伊坂,454,-1,ダ,1200,３歳未勝利
2026.8.9,新3,14,グランキンバリー,,牝,55.0,野中,美浦松山,444,4,ダ,1200,３歳未勝利
2026.8.9,新3,15,セントリアン,,牝,52.0,▲石田,美浦萱野,414,0,ダ,1200,３歳未勝利
2026.8.9,新4,1,ダゴベルト,,牡,57.0,杉原,美浦古賀大,520,-2,ダ,1800,３歳未勝利
2026.8.9,新4,2,オセアビシャイン,,牡,57.0,佐々木,美浦菊川,460,-2,ダ,1800,３歳未勝利
2026.8.9,新4,3,アデルフィー,,牡,57.0,三浦,美浦金成,452,2,ダ,1800,３歳未勝利
