日付S,場 R,馬番,馬名S,馬ID,性別,斤量,騎手,調教師,馬体重,馬体重増減,芝ダ,距離,クラス
2026.1.31,東1,1,ニシノゲッパク,,牝,55.0,松岡,美浦伊藤伸,460,-12,ダ,1400,３歳未勝利
2026.1.31,東1,2,マカイゾウ,,牝,55.0,横山武,美浦竹内,474,0,ダ,1400,３歳未勝利
2026.1.31,東1,3,ドルマバフチェ,,牝,55.0,ルメール,美浦千葉,422,4,ダ,1400,３歳未勝利
2026.1.31,東1,4,ギンケイ,,牝,55.0,菅原明,美浦中川,458,0,ダ,1400,３歳未勝利
2026.1.31,東1,5,アンチェーン,,牝,55.0,三浦,美浦嘉藤,520,2,ダ,1400,３歳未勝利
2026.1.31,東1,6,アイアンロッキー,,牝,52.0,▲佐藤,美浦本間,448,0,ダ,1400,３歳未勝利
2026.1.31,東1,7,アルマサーガ,,牝,52.0,▲上里,美浦中舘,394,4,ダ,1400,３歳未勝利
2026.1.31,東1,8,メビウスロマンス,,牝,55.0,戸崎圭,美浦矢嶋,460,-4,ダ,1400,３歳未勝利
2026.1.31,東1,9,ヨルヴィック,,牝,55.0,キング,美浦稲垣,452,-8,ダ,1400,３歳未勝利
2026.1.31,東1,10,クアロアランチ,,牝,55.0,ハマーハン,美浦西田,448,-4,ダ,1400,３歳未勝利
2026.1.31,東1,11,ジェイドテソーロ,,牝,55.0,柴田大,美浦千葉,436,12,ダ,1400,３歳未勝利
2026.1.31,東1,12,ラヴィングリー,,牝,55.0,佐々木,美浦池上,456,22,ダ,1400,３歳未勝利
2026.1.31,東1,13,アサクサダイアナ,,牝,55.0,岩田康,美浦田島,448,10,ダ,1400,３歳未勝利
2026.1.31,東1,14,クラックアスマイル,,牝,53.0,△長浜,美浦田島,416,0,ダ,1400,３歳未勝利
2026.1.31,東1,15,レースクイーン,,牝,55.0,江田照,美浦蛯名利,420,10,ダ,1400,３歳未勝利
