日付S,場 R,馬番,馬名S,性別,斤量,騎手,馬体重,馬体重増減,芝ダ,距離,クラス
2026.5.31,東5,1,モズタンケ,牡,57.0,ゴンサルベ,,,ダ,1400,３歳１勝クラス
2026.5.31,東5,2,マジェステラ,牝,55.0,松山,,,ダ,1400,３歳１勝クラス
2026.5.31,東5,3,マーガレットクレア,牝,55.0,原,,,ダ,1400,３歳１勝クラス
2026.5.31,東5,4,トヨサカエ,牡,57.0,吉田豊,,,ダ,1400,３歳１勝クラス
2026.5.31,東5,5,エコロバロン,牡,57.0,菊沢,,,ダ,1400,３歳１勝クラス
2026.5.31,東5,6,ムテキシャチョウ,牡,57.0,川田,,,ダ,1400,３歳１勝クラス
2026.5.31,東5,7,ソニックブレイカー,牡,57.0,横山武,,,ダ,1400,３歳１勝クラス
2026.5.31,東5,8,ウレシイゴサン,牡,57.0,柴田大,,,ダ,1400,３歳１勝クラス
2026.5.31,東5,9,ヴェネチアンキング,牡,57.0,丹内,,,ダ,1400,３歳１勝クラス
2026.5.31,東5,10,シュテルン,牝,51.0,★谷原,,,ダ,1400,３歳１勝クラス
2026.5.31,東5,11,スーパーガール,牝,52.0,▲佐藤,,,ダ,1400,３歳１勝クラス
2026.5.31,東5,12,ゴーゴーパンチ,牡,54.0,▲石田,,,ダ,1400,３歳１勝クラス
2026.5.31,東5,13,カセノアステリア,牝,55.0,津村,,,ダ,1400,３歳１勝クラス
2026.5.31,東6,1,スターチスブーケ,牝,56.0,菊沢,,,芝,1800,４歳以上１勝クラス
2026.5.31,東6,2,チャイボーグ,牝,53.0,▲佐藤,,,芝,1800,４歳以上１勝クラス
2026.5.31,東6,3,ゴガツノアマノガワ,牡,58.0,石橋脩,,,芝,1800,４歳以上１勝クラス
2026.5.31,東6,4,ゴーゴータカシ,セ,55.0,▲石神道,,,芝,1800,４歳以上１勝クラス
2026.5.31,東6,5,コスモグラニット,牡,58.0,丹内,,,芝,1800,４歳以上１勝クラス
2026.5.31,東6,6,セイロンジェムズ,牡,58.0,レーン,,,芝,1800,４歳以上１勝クラス
2026.5.31,東6,7,キョウエイグッド,牡,58.0,木幡巧,,,芝,1800,４歳以上１勝クラス
2026.5.31,東6,8,ポッドロルフ,牡,58.0,荻野極,,,芝,1800,４歳以上１勝クラス
2026.5.31,東6,9,トクシージェネラル,牡,58.0,横山琉,,,芝,1800,４歳以上１勝クラス
2026.5.31,東6,10,シェーンシュティア,牝,56.0,杉原,,,芝,1800,４歳以上１勝クラス
2026.5.31,東6,11,ガールネクストドア,牝,56.0,嶋田,,,芝,1800,４歳以上１勝クラス
2026.5.31,東7,1,パシーヴ,牡,58.0,三浦,,,ダ,1400,４歳以上１勝クラス
2026.5.31,東7,2,シュレン,牝,56.0,菊沢,,,ダ,1400,４歳以上１勝クラス
2026.5.31,東7,3,イラーナ,牝,53.0,▲石神道,,,ダ,1400,４歳以上１勝クラス
2026.5.31,東7,4,ショウナンタハティ,牡,58.0,津村,,,ダ,1400,４歳以上１勝クラス
2026.5.31,東7,5,マックスキュー,牡,58.0,ルメール,,,ダ,1400,４歳以上１勝クラス
2026.5.31,東7,6,セイラダンサー,牝,54.0,△舟山,,,ダ,1400,４歳以上１勝クラス
2026.5.31,東7,7,アルプスオジョー,牝,56.0,横山琉,,,ダ,1400,４歳以上１勝クラス
2026.5.31,東7,8,ペロ,牡,58.0,丸山,,,ダ,1400,４歳以上１勝クラス
2026.5.31,東7,9,クニノハッピー,牡,58.0,ゴンサルベ,,,ダ,1400,４歳以上１勝クラス
2026.5.31,東7,10,シュヴァルム,牝,56.0,菅原明,,,ダ,1400,４歳以上１勝クラス
2026.5.31,東7,11,ヘインズポイント,牡,58.0,レーン,,,ダ,1400,４歳以上１勝クラス
2026.5.31,東7,12,イズルード,牡,57.0,☆長浜,,,ダ,1400,４歳以上１勝クラス
2026.5.31,東7,13,フォースミラクル,牡,58.0,戸崎圭,,,ダ,1400,４歳以上１勝クラス
2026.5.31,東7,14,バスターコール,セ,58.0,北村宏,,,ダ,1400,４歳以上１勝クラス
2026.5.31,東7,15,レイクストライプス,牡,58.0,ディー,,,ダ,1400,４歳以上１勝クラス
2026.5.31,東7,16,ボナーテソーロ,牡,58.0,石橋脩,,,ダ,1400,４歳以上１勝クラス
2026.5.31,東8,1,アスクデッドヒート,牡,58.0,古川奈,,,芝,2400,青嵐賞(2勝クラス)
2026.5.31,東8,2,ティムール,牡,58.0,三浦,,,芝,2400,青嵐賞(2勝クラス)
2026.5.31,東8,3,バンフィエルド,牡,58.0,柴田大,,,芝,2400,青嵐賞(2勝クラス)
2026.5.31,東8,4,ジオセントリック,牡,58.0,レーン,,,芝,2400,青嵐賞(2勝クラス)
2026.5.31,東8,5,ダノンカゼルタ,セ,58.0,西村淳,,,芝,2400,青嵐賞(2勝クラス)
2026.5.31,東8,6,ノラリクラリ,牡,58.0,松山,,,芝,2400,青嵐賞(2勝クラス)
2026.5.31,東8,7,アバンデル,牡,58.0,佐々木,,,芝,2400,青嵐賞(2勝クラス)
2026.5.31,東8,8,スピンザブラッド,牡,58.0,戸崎圭,,,芝,2400,青嵐賞(2勝クラス)
2026.5.31,東8,9,ビップチェイス,牡,58.0,杉原,,,芝,2400,青嵐賞(2勝クラス)
2026.5.31,東8,10,プリズマジコ,牡,58.0,横山琉,,,芝,2400,青嵐賞(2勝クラス)
2026.5.31,東8,11,アロンズロッド,牡,58.0,ルメール,,,芝,2400,青嵐賞(2勝クラス)
2026.5.31,東8,12,オールマイデイズ,牡,58.0,荻野極,,,芝,2400,青嵐賞(2勝クラス)
2026.5.31,東8,13,サトノパトリオット,セ,58.0,川田,,,芝,2400,青嵐賞(2勝クラス)
2026.5.31,東8,14,ショウナンガチ,牡,58.0,ゴンサルベ,,,芝,2400,青嵐賞(2勝クラス)
2026.5.31,東9,1,アルゴナヴィス,牡,58.0,津村,,,ダ,1600,薫風Ｓ(3勝クラス)
2026.5.31,東9,2,ヘルモーズ,牡,58.0,北村友,,,ダ,1600,薫風Ｓ(3勝クラス)
2026.5.31,東9,3,ガンウルフ,牡,58.0,丹内,,,ダ,1600,薫風Ｓ(3勝クラス)
2026.5.31,東9,4,ジョディーズマロン,牡,58.0,横山典,,,ダ,1600,薫風Ｓ(3勝クラス)
2026.5.31,東9,5,レッドラパルマ,セ,58.0,ゴンサルベ,,,ダ,1600,薫風Ｓ(3勝クラス)
2026.5.31,東9,6,ダノンスウィッチ,牡,58.0,浜中,,,ダ,1600,薫風Ｓ(3勝クラス)
2026.5.31,東9,7,アデランテ,セ,58.0,佐々木,,,ダ,1600,薫風Ｓ(3勝クラス)
2026.5.31,東9,8,クァンタムウェーブ,牡,58.0,西村淳,,,ダ,1600,薫風Ｓ(3勝クラス)
2026.5.31,東9,9,サムシャイン,牡,58.0,横山和,,,ダ,1600,薫風Ｓ(3勝クラス)
2026.5.31,東9,10,ユキノロイヤル,牡,58.0,石橋脩,,,ダ,1600,薫風Ｓ(3勝クラス)
2026.5.31,東9,11,ヴァンドーム,牡,58.0,大野,,,ダ,1600,薫風Ｓ(3勝クラス)
2026.5.31,東9,12,モズマーヴェリック,牡,58.0,舟山,,,ダ,1600,薫風Ｓ(3勝クラス)
2026.5.31,東9,13,セギレエルビエント,牝,56.0,荻野極,,,ダ,1600,薫風Ｓ(3勝クラス)
2026.5.31,東9,14,メイショウハチロー,牡,58.0,川田,,,ダ,1600,薫風Ｓ(3勝クラス)
2026.5.31,東9,15,ホルトバージ,牡,58.0,菅原明,,,ダ,1600,薫風Ｓ(3勝クラス)
2026.5.31,東10,1,スパークリシャール,セ,54.0,吉田豊,,,芝,1800,むらさき賞(3勝クラス)
2026.5.31,東10,2,ガジュノリ,牝,54.0,丹内,,,芝,1800,むらさき賞(3勝クラス)
2026.5.31,東10,3,テウメッサ,牝,54.0,杉原,,,芝,1800,むらさき賞(3勝クラス)
2026.5.31,東10,4,クリニクラウン,牝,53.0,大野,,,芝,1800,むらさき賞(3勝クラス)
2026.5.31,東10,5,キュクヌス,牝,55.0,荻野極,,,芝,1800,むらさき賞(3勝クラス)
2026.5.31,東10,6,ドットクルー,牡,55.0,戸崎圭,,,芝,1800,むらさき賞(3勝クラス)
2026.5.31,東10,7,ゲンパチムサシ,牡,53.0,丸山,,,芝,1800,むらさき賞(3勝クラス)
2026.5.31,東10,8,キングメーカー,牡,55.0,横山武,,,芝,1800,むらさき賞(3勝クラス)
2026.5.31,東10,9,ダンツファイター,牡,56.0,佐々木,,,芝,1800,むらさき賞(3勝クラス)
2026.5.31,東10,10,ジャサルディア,牝,54.0,ルメール,,,芝,1800,むらさき賞(3勝クラス)
2026.5.31,東10,11,ロジマンボ,牡,52.0,松岡,,,芝,1800,むらさき賞(3勝クラス)
2026.5.31,東10,12,レイニング,牡,57.0,レーン,,,芝,1800,むらさき賞(3勝クラス)
2026.5.31,東10,13,テンミラクルスター,牝,53.0,武豊,,,芝,1800,むらさき賞(3勝クラス)
2026.5.31,東10,14,ソルトブリーズ,牡,56.0,横山琉,,,芝,1800,むらさき賞(3勝クラス)
2026.5.31,東10,15,マイネルフルムーン,牡,55.0,津村,,,芝,1800,むらさき賞(3勝クラス)
2026.5.31,東10,16,ミスタージーティー,牡,57.0,坂井,,,芝,1800,むらさき賞(3勝クラス)
2026.5.31,東10,17,テーオーダグラス,牡,55.0,ゴンサルベ,,,芝,1800,むらさき賞(3勝クラス)
2026.5.31,東10,18,レディーミコノス,牝,54.0,松山,,,芝,1800,むらさき賞(3勝クラス)
2026.5.31,東11,1,ライヒスアドラー,牡,57.0,佐々木,,,芝,2400,日本ダービー(G1)
2026.5.31,東11,2,マテンロウゲイル,牡,57.0,横山和,,,芝,2400,日本ダービー(G1)
2026.5.31,東11,3,ケントン,牡,57.0,丹内,,,芝,2400,日本ダービー(G1)
2026.5.31,東11,4,アルトラムス,牡,57.0,横山武,,,芝,2400,日本ダービー(G1)
2026.5.31,東11,5,バステール,牡,57.0,川田,,,芝,2400,日本ダービー(G1)
2026.5.31,東11,6,コンジェスタス,牡,57.0,西村淳,,,芝,2400,日本ダービー(G1)
2026.5.31,東11,7,メイショウハチコウ,牡,57.0,ディー,,,芝,2400,日本ダービー(G1)
2026.5.31,東11,8,ショウナンガルフ,牡,57.0,浜中,,,芝,2400,日本ダービー(G1)
2026.5.31,東11,9,アウダーシア,牡,57.0,レーン,,,芝,2400,日本ダービー(G1)
2026.5.31,東11,10,ジャスティンビスタ,牡,57.0,坂井,,,芝,2400,日本ダービー(G1)
2026.5.31,東11,11,リアライズシリウス,牡,57.0,津村,,,芝,2400,日本ダービー(G1)
2026.5.31,東11,12,アスクエジンバラ,牡,57.0,岩田康,,,芝,2400,日本ダービー(G1)
2026.5.31,東11,13,パントルナイーフ,牡,57.0,ルメール,,,芝,2400,日本ダービー(G1)
2026.5.31,東11,14,ゴーイントゥスカイ,牡,57.0,武豊,,,芝,2400,日本ダービー(G1)
2026.5.31,東11,15,フォルテアンジェロ,牡,57.0,荻野極,,,芝,2400,日本ダービー(G1)
2026.5.31,東11,16,グリーンエナジー,牡,57.0,戸崎圭,,,芝,2400,日本ダービー(G1)
2026.5.31,東11,17,ロブチェン,牡,57.0,松山,,,芝,2400,日本ダービー(G1)
2026.5.31,東11,18,エムズビギン,牡,57.0,ゴンサルベ,,,芝,2400,日本ダービー(G1)
2026.5.31,東12,1,アマキヒ,牡,56.0,武豊,,,芝,2500,目黒記念(G2)
2026.5.31,東12,2,ショウナンバシット,牡,57.0,浜中,,,芝,2500,目黒記念(G2)
2026.5.31,東12,3,ボーンディスウェイ,牡,57.0,松山,,,芝,2500,目黒記念(G2)
2026.5.31,東12,4,ファイアンクランツ,牡,56.0,レーン,,,芝,2500,目黒記念(G2)
2026.5.31,東12,5,ギャンブルルーム,牡,55.0,幸,,,芝,2500,目黒記念(G2)
2026.5.31,東12,6,ウィクトルウェルス,牡,57.0,ルメール,,,芝,2500,目黒記念(G2)
2026.5.31,東12,7,アスクセクシーモア,牡,55.0,北村友,,,芝,2500,目黒記念(G2)
2026.5.31,東12,8,ミラージュナイト,牡,56.0,西村淳,,,芝,2500,目黒記念(G2)
2026.5.31,東12,9,ハーツコンチェルト,牡,54.0,横山武,,,芝,2500,目黒記念(G2)
2026.5.31,東12,10,マイネルケレリウス,牡,55.0,丹内,,,芝,2500,目黒記念(G2)
2026.5.31,東12,11,ダノンシーマ,牡,57.5,川田,,,芝,2500,目黒記念(G2)
2026.5.31,東12,12,キングズパレス,牡,57.0,松岡,,,芝,2500,目黒記念(G2)
2026.5.31,東12,13,ヴェルミセル,牝,54.0,ゴンサルベ,,,芝,2500,目黒記念(G2)
2026.5.31,東12,14,キングスコール,牡,55.0,坂井,,,芝,2500,目黒記念(G2)
2026.5.31,京1,1,ローゾフィア,牝,55.0,松若,434,2,ダ,1800,３歳未勝利
2026.5.31,京1,2,グロリアス,牝,53.0,△田山,460,4,ダ,1800,３歳未勝利
2026.5.31,京1,3,エレノアサンライズ,牝,52.0,▲川端,396,-6,ダ,1800,３歳未勝利
2026.5.31,京1,4,ゴッドアミーラ,牝,55.0,角田和,474,0,ダ,1800,３歳未勝利
2026.5.31,京1,5,シャンパンスター,牝,55.0,国分恭,418,-2,ダ,1800,３歳未勝利
2026.5.31,京1,6,プルーフリーディン,牝,55.0,斎藤,500,-2,ダ,1800,３歳未勝利
2026.5.31,京1,7,ルージュエピック,牝,55.0,菱田,486,-6,ダ,1800,３歳未勝利
2026.5.31,京1,8,ウンナターシャ,牝,55.0,鮫島駿,480,2,ダ,1800,３歳未勝利
2026.5.31,京1,9,ワンインザスカイ,牝,53.0,◇今村,472,10,ダ,1800,３歳未勝利
2026.5.31,京1,10,シャンティフレーズ,牝,55.0,川須,438,-6,ダ,1800,３歳未勝利
2026.5.31,京1,11,マイラヴノリピー,牝,55.0,荻野琢,454,-4,ダ,1800,３歳未勝利
2026.5.31,京1,12,マリノエステーラ,牝,53.0,△柴田裕,434,12,ダ,1800,３歳未勝利
2026.5.31,京1,13,ベリベリハッピー,牝,51.0,★河原田,484,-10,ダ,1800,３歳未勝利
2026.5.31,京1,14,ミーンアロット,牝,55.0,田口,450,0,ダ,1800,３歳未勝利
2026.5.31,京1,15,ワンダースアン,牝,52.0,▲森田,460,0,ダ,1800,３歳未勝利
2026.5.31,京1,16,メイショウメゴヒメ,牝,55.0,高杉,460,2,ダ,1800,３歳未勝利
2026.5.31,京2,1,ペプチドアバンス,牡,57.0,高倉,484,2,ダ,1200,３歳未勝利
2026.5.31,京2,2,アドフランマム,牡,57.0,高杉,516,-4,ダ,1200,３歳未勝利
2026.5.31,京2,3,ルクスドリーム,牡,57.0,鮫島駿,494,-4,ダ,1200,３歳未勝利
2026.5.31,京2,4,メイワキラリ,牡,57.0,鮫島良,468,-2,ダ,1200,３歳未勝利
2026.5.31,京2,5,ナムラソラン,牝,53.0,△柴田裕,424,0,ダ,1200,３歳未勝利
2026.5.31,京2,6,ミスジェイド,牝,55.0,長岡,452,0,ダ,1200,３歳未勝利
2026.5.31,京2,7,メイショウゼルク,牝,55.0,城戸,448,0,ダ,1200,３歳未勝利
2026.5.31,京2,8,ノボリスマイル,牝,52.0,▲森田,424,0,ダ,1200,３歳未勝利
2026.5.31,京2,9,スラッシュ,牡,57.0,菱田,474,2,ダ,1200,３歳未勝利
2026.5.31,京2,10,メモリーデイズ,牝,55.0,国分優,440,4,ダ,1200,３歳未勝利
2026.5.31,京2,11,タイセイバウンス,セ,57.0,藤懸,452,0,ダ,1200,３歳未勝利
2026.5.31,京2,12,クロボタン,牝,55.0,小沢,434,0,ダ,1200,３歳未勝利
2026.5.31,京2,13,クリコイーコ,牝,55.0,団野,450,4,ダ,1200,３歳未勝利
2026.5.31,京2,14,アイビーミャーオ,牝,55.0,角田和,444,-8,ダ,1200,３歳未勝利
2026.5.31,京2,15,マリリンバローズ,牝,53.0,△田山,456,-4,ダ,1200,３歳未勝利
2026.5.31,京2,16,カーリキュー,牝,55.0,斎藤,450,0,ダ,1200,３歳未勝利
2026.5.31,京3,1,ラッキーダイヤ,牡,57.0,酒井,,,ダ,1900,３歳未勝利
2026.5.31,京3,2,レディトゥフライト,牡,57.0,高杉,,,ダ,1900,３歳未勝利
2026.5.31,京3,3,ハオカノア,牡,57.0,小崎,,,ダ,1900,３歳未勝利
2026.5.31,京3,4,ウィスピア,牡,57.0,角田和,,,ダ,1900,３歳未勝利
2026.5.31,京3,5,メイショウジンライ,牡,57.0,鮫島駿,,,ダ,1900,３歳未勝利
2026.5.31,京3,6,ワルトシュタイン,牡,57.0,斎藤,,,ダ,1900,３歳未勝利
2026.5.31,京3,7,サンライズアーサー,牡,57.0,高倉,,,ダ,1900,３歳未勝利
2026.5.31,京3,8,ミッキーロビン,牡,57.0,Ｍデムーロ,,,ダ,1900,３歳未勝利
2026.5.31,京3,9,ララドゥージエム,牡,57.0,中井,,,ダ,1900,３歳未勝利
2026.5.31,京3,10,クリノリキオー,牡,57.0,田口,,,ダ,1900,３歳未勝利
2026.5.31,京3,11,グランワールド,牡,55.0,△田山,,,ダ,1900,３歳未勝利
2026.5.31,京3,12,スナークシャラク,牡,57.0,小沢,,,ダ,1900,３歳未勝利
2026.5.31,京3,13,タニセンゴールド,牡,57.0,秋山稔,,,ダ,1900,３歳未勝利
2026.5.31,京3,14,サカキ,牡,57.0,荻野琢,,,ダ,1900,３歳未勝利
2026.5.31,京3,15,サラサダンディー,牡,57.0,国分恭,,,ダ,1900,３歳未勝利
2026.5.31,京3,16,ヴェインズマン,牡,57.0,長岡,,,ダ,1900,３歳未勝利
2026.5.31,京4,1,ハイウェイスター,牝,58.0,中村,,,障,3170,４歳以上障害ＯＰ(OP)
2026.5.31,京4,2,アルマーザアミール,牡,60.0,小牧加,,,障,3170,４歳以上障害ＯＰ(OP)
2026.5.31,京4,3,コンテナワールド,牡,58.0,▲井上,,,障,3170,４歳以上障害ＯＰ(OP)
2026.5.31,京4,4,マホロバ,牡,60.0,草野,,,障,3170,４歳以上障害ＯＰ(OP)
2026.5.31,京4,5,アトラクティーボ,牡,57.0,▲坂口,,,障,3170,４歳以上障害ＯＰ(OP)
2026.5.31,京4,6,フームスムート,牡,60.0,上野,,,障,3170,４歳以上障害ＯＰ(OP)
2026.5.31,京4,7,ベイビーベリッシモ,牡,59.0,五十嵐,,,障,3170,４歳以上障害ＯＰ(OP)
2026.5.31,京4,8,ソルアマゾン,牡,60.0,難波,,,障,3170,４歳以上障害ＯＰ(OP)
2026.5.31,京4,9,スノーディーヴァ,牝,57.0,▲水沼,,,障,3170,４歳以上障害ＯＰ(OP)
2026.5.31,京4,10,エンデュミオン,牡,59.0,鷲頭,,,障,3170,４歳以上障害ＯＰ(OP)
2026.5.31,京5,1,エイシンビーコン,牡,57.0,Ｍデムーロ,,,芝,1600,３歳未勝利
2026.5.31,京5,2,エールドリー,牝,55.0,荻野琢,,,芝,1600,３歳未勝利
2026.5.31,京5,3,エアヴァイブス,牝,55.0,高杉,,,芝,1600,３歳未勝利
2026.5.31,京5,4,オレンジフィールド,牝,55.0,亀田,,,芝,1600,３歳未勝利
2026.5.31,京5,5,レインボーステート,牡,57.0,国分優,,,芝,1600,３歳未勝利
2026.5.31,京5,6,ルージュスプリヤ,牝,55.0,団野,,,芝,1600,３歳未勝利
2026.5.31,京5,7,トラッドロア,牝,55.0,斎藤,,,芝,1600,３歳未勝利
2026.5.31,京5,8,ソルトダイヤモンド,牡,57.0,高倉,,,芝,1600,３歳未勝利
2026.5.31,京5,9,アドバンスモダン,セ,54.0,▲和田陽,,,芝,1600,３歳未勝利
2026.5.31,京5,10,マスティカーレ,牝,55.0,松若,,,芝,1600,３歳未勝利
2026.5.31,京5,11,ヒロウッドテール,牡,57.0,鮫島良,,,芝,1600,３歳未勝利
2026.5.31,京5,12,ウインドオルフェ,牝,53.0,△田山,,,芝,1600,３歳未勝利
2026.5.31,京5,13,スタークラウン,牡,57.0,吉村,,,芝,1600,３歳未勝利
2026.5.31,京5,14,ビシェノ,牝,55.0,鮫島駿,,,芝,1600,３歳未勝利
2026.5.31,京5,15,ゼットクイン,牝,55.0,長岡,,,芝,1600,３歳未勝利
2026.5.31,京5,16,レットフィールマン,牝,55.0,角田和,,,芝,1600,３歳未勝利
2026.5.31,京5,17,アイルトン,牡,57.0,酒井,,,芝,1600,３歳未勝利
2026.5.31,京5,18,ムーンライトダイヤ,牝,55.0,秋山稔,,,芝,1600,３歳未勝利
2026.5.31,京6,1,エルモサカスターノ,牝,53.0,◇永島,,,ダ,1400,３歳１勝クラス
2026.5.31,京6,2,サリカリーフォリア,牝,55.0,菱田,,,ダ,1400,３歳１勝クラス
2026.5.31,京6,3,タイニーワンダー,牝,53.0,△田山,,,ダ,1400,３歳１勝クラス
2026.5.31,京6,4,ゲレーロアスール,牡,53.0,★河原田,,,ダ,1400,３歳１勝クラス
