日付S,場 R,馬番,馬名S,馬ID,性別,斤量,騎手,調教師,馬体重,馬体重増減,芝ダ,距離,クラス
2026.2.10,東1,1,シュートザムーン,,牡,57.0,原,美浦伊藤伸,418,4,ダ,1400,３歳未勝利
2026.2.10,東1,2,センノウィン,,セ,54.0,▲佐藤,美浦南田,444,-16,ダ,1400,３歳未勝利
2026.2.10,東1,3,マジンタクシー,,牝,55.0,木幡初,美浦深山,506,20,ダ,1400,３歳未勝利
2026.2.10,東1,4,ナンヨーロイヤル,,牡,57.0,田辺,美浦中舘,462,4,ダ,1400,３歳未勝利
2026.2.10,東1,5,ジョイグリーン,,セ,57.0,小林脩,美浦青木,494,0,ダ,1400,３歳未勝利
2026.2.10,東1,6,アツンケル,,牝,55.0,柴田大,美浦深山,560,12,ダ,1400,３歳未勝利
2026.2.10,東1,7,ドレドレ,,牝,55.0,津村,美浦矢嶋,448,-6,ダ,1400,３歳未勝利
2026.2.10,東1,8,ヌクレオチド,,牡,57.0,柴田善,美浦粕谷,488,4,ダ,1400,３歳未勝利
2026.2.10,東1,9,ジュピターテソーロ,,牡,57.0,菅原明,美浦高木,482,0,ダ,1400,３歳未勝利
2026.2.10,東1,10,ベアハンドキャッチ,,牡,57.0,キング,美浦池上,496,8,ダ,1400,３歳未勝利
2026.2.10,東1,11,オセアフェアモント,,牡,57.0,佐々木,美浦菊川,,,ダ,1400,３歳未勝利
2026.2.10,東1,12,カンノンミッキー,,牡,57.0,木幡巧,美浦小西,488,4,ダ,1400,３歳未勝利
2026.2.10,東1,13,マランドロ,,牡,54.0,▲遠藤,美浦奥平,462,-8,ダ,1400,３歳未勝利
2026.2.10,東1,14,ロザヴィータ,,牝,53.0,△長浜,美浦矢嶋,398,-2,ダ,1400,３歳未勝利
2026.2.10,東1,15,ウェスケンジントン,,牡,57.0,大野,美浦小野,490,8,ダ,1400,３歳未勝利
2026.2.10,東1,16,レピュニット,,牡,57.0,戸崎圭,美浦宮田,478,2,ダ,1400,３歳未勝利
2026.2.10,東2,1,ユイアンゴロー,,牡,57.0,原田和,美浦栗田,488,6,ダ,2100,３歳未勝利
2026.2.10,東2,2,バッハ,,牡,57.0,佐々木,美浦中舘,466,0,ダ,2100,３歳未勝利
2026.2.10,東2,3,モロノカガヤキ,,牡,57.0,津村,美浦林,484,0,ダ,2100,３歳未勝利
2026.2.10,東2,4,オンザギャラクシー,,牡,57.0,木幡巧,美浦大和田,526,2,ダ,2100,３歳未勝利
2026.2.10,東2,5,タケルムサシ,,牡,57.0,岩田康,美浦斎藤誠,490,8,ダ,2100,３歳未勝利
2026.2.10,東2,6,ブラックパロット,,牡,55.0,△長浜,美浦国枝,526,2,ダ,2100,３歳未勝利
2026.2.10,東2,7,ブルースパーダ,,牡,57.0,原,美浦矢野,486,-2,ダ,2100,３歳未勝利
2026.2.10,東2,8,コスモラムバック,,牡,57.0,武藤,美浦水野,506,2,ダ,2100,３歳未勝利
2026.2.10,東2,9,ボンボンベイビー,,牡,57.0,菅原明,栗東矢作,454,4,ダ,2100,３歳未勝利
2026.2.10,東2,10,ロイヤルドリーム,,牡,54.0,▲上里,美浦西田,498,-8,ダ,2100,３歳未勝利
2026.2.10,東2,11,ジーティーブラック,,牡,57.0,横山武,美浦菊沢,522,4,ダ,2100,３歳未勝利
2026.2.10,東2,12,リーピングサイン,,牝,55.0,岩田望,美浦武藤,508,8,ダ,2100,３歳未勝利
2026.2.10,東2,13,キョウエイアート,,牡,57.0,石川,美浦萱野,536,0,ダ,2100,３歳未勝利
2026.2.10,東3,1,コスモカノーネ,,牝,55.0,柴田大,美浦田島,522,4,ダ,1600,３歳未勝利
2026.2.10,東3,2,スティルアイライズ,,牝,52.0,▲遠藤,美浦加藤和,424,4,ダ,1600,３歳未勝利
2026.2.10,東3,3,カラクリスピリッツ,,牝,55.0,岩田康,美浦斎藤誠,462,-2,ダ,1600,３歳未勝利
2026.2.10,東3,4,ホテルストリート,,牝,55.0,横山武,美浦伊藤大,490,0,ダ,1600,３歳未勝利
2026.2.10,東3,5,セントポールヒロ,,牝,55.0,大野,美浦田島,480,6,ダ,1600,３歳未勝利
2026.2.10,東3,6,グラスベリー,,牝,55.0,野中,美浦佐藤吉,460,10,ダ,1600,３歳未勝利
2026.2.10,東3,7,キタノエピックアン,,牝,52.0,▲上里,美浦萱野,452,0,ダ,1600,３歳未勝利
2026.2.10,東3,8,サラサチャチャチャ,,牝,55.0,江田照,美浦田中剛,468,2,ダ,1600,３歳未勝利
2026.2.10,東3,9,ダイユウアドバンス,,牝,52.0,▲佐藤,美浦松永康,504,0,ダ,1600,３歳未勝利
2026.2.10,東3,10,エアトベーレ,,牝,55.0,キング,美浦手塚久,408,6,ダ,1600,３歳未勝利
2026.2.10,東3,11,ゼフィリア,,牝,55.0,原,美浦岩戸,464,-4,ダ,1600,３歳未勝利
2026.2.10,東3,12,モントゥリエ,,牝,53.0,△長浜,美浦中舘,442,-14,ダ,1600,３歳未勝利
2026.2.10,東3,13,ティーナ,,牝,55.0,木幡巧,美浦池上,444,-10,ダ,1600,３歳未勝利
