日付S,場 R,馬番,馬名S,性別,斤量,騎手,調教師,馬体重,馬体重増減,芝ダ,距離,クラス
2026.6.7,阪3,13,マーゴットデウス,セ,57.0,小沢,今野貞一,492.0,-2.0,ダ,1800,３歳未勝利
2026.6.7,阪3,14,ジョイフルサンデー,牡,57.0,長岡,宮徹,460.0,-10.0,ダ,1800,３歳未勝利
2026.6.7,阪3,15,シャインヴィーラ,牡,55.0,◇永島,本田優,480.0,4.0,ダ,1800,３歳未勝利
2026.6.7,阪3,16,スリーケイ,牝,55.0,国分恭,高橋一哉,510.0,-6.0,ダ,1800,３歳未勝利
2026.6.7,阪4,1,アンリミテッド,牡,57.0,西村淳,高野友和,500.0,0.0,ダ,1400,３歳未勝利
2026.6.7,阪4,2,メイショウタダツグ,牡,57.0,吉村,藤岡健一,470.0,-12.0,ダ,1400,３歳未勝利
2026.6.7,阪4,3,ビッグヒーロー,牡,57.0,川田,福永祐一,492.0,2.0,ダ,1400,３歳未勝利
2026.6.7,阪4,4,ヴァンロゼ,牝,55.0,松若,東田明士,450.0,12.0,ダ,1400,３歳未勝利
2026.6.7,阪4,5,シュネープリンセス,牝,55.0,国分優,緒方努,454.0,0.0,ダ,1400,３歳未勝利
2026.6.7,阪4,6,イクヒロ,牡,57.0,Ｍデムーロ,小椋研介,478.0,0.0,ダ,1400,３歳未勝利
2026.6.7,阪4,7,モズジェネラル,牡,54.0,▲森田,田中克典,498.0,-4.0,ダ,1400,３歳未勝利
2026.6.7,阪4,8,ゼルダ,牝,55.0,高倉,鈴木孝志,476.0,8.0,ダ,1400,３歳未勝利
2026.6.7,阪4,9,ヒルノジェノヴァ,牝,55.0,富田,藤野健太,430.0,0.0,ダ,1400,３歳未勝利
2026.6.7,阪4,10,レッドピアレス,牡,57.0,小沢,中内田充,466.0,-8.0,ダ,1400,３歳未勝利
2026.6.7,阪4,11,ピゲ,牡,55.0,◇永島,高橋康之,512.0,8.0,ダ,1400,３歳未勝利
2026.6.7,阪4,12,メイショウナナユキ,牝,55.0,菱田,牧浦充徳,474.0,0.0,ダ,1400,３歳未勝利
2026.6.7,阪4,13,ワンダーリュクス,牡,54.0,▲和田陽,牧田和弥,490.0,0.0,ダ,1400,３歳未勝利
2026.6.7,阪4,14,ココプレミア,牝,55.0,渡辺竜,中村直也,416.0,0.0,ダ,1400,３歳未勝利
2026.6.7,阪4,15,サマーブリザード,牡,57.0,田口,吉田直弘,462.0,6.0,ダ,1400,３歳未勝利
2026.6.7,阪4,16,ロードインヴォーグ,牡,57.0,酒井,辻野泰之,450.0,12.0,ダ,1400,３歳未勝利
2026.6.7,阪5,1,クリコキアナ,牝,55.0,国分恭,谷潔,458.0,0.0,芝,1400,２歳新馬
2026.6.7,阪5,2,レッドネビュラ,牡,55.0,吉村,四位洋文,468.0,0.0,芝,1400,２歳新馬
2026.6.7,阪5,3,イザベル,牝,55.0,松若,藤野健太,430.0,0.0,芝,1400,２歳新馬
2026.6.7,阪5,4,ニシノフランケン,牡,55.0,亀田,北出成人,428.0,0.0,芝,1400,２歳新馬
2026.6.7,阪5,5,ビスケットサンド,牝,55.0,北村友,佐藤悠太,454.0,0.0,芝,1400,２歳新馬
2026.6.7,阪5,6,ランダムナンバー,牡,53.0,◇永島,橋田宜長,446.0,0.0,芝,1400,２歳新馬
2026.6.7,阪5,7,サンシルヴァリー,牝,53.0,△柴田裕,西村真幸,394.0,0.0,芝,1400,２歳新馬
2026.6.7,阪5,8,スピークロウ,牡,55.0,斎藤,浜田多実,458.0,0.0,芝,1400,２歳新馬
2026.6.7,阪5,9,レゾルーティオ,牡,55.0,西村淳,坂口智康,450.0,0.0,芝,1400,２歳新馬
2026.6.7,阪5,10,シスキンブルーム,牝,55.0,団野,斉藤崇史,460.0,0.0,芝,1400,２歳新馬
2026.6.7,阪5,11,スピーディスピン,牝,53.0,△田山,加藤公太,454.0,0.0,芝,1400,２歳新馬
2026.6.7,阪6,1,プリュイドール,牝,55.0,西村淳,矢作芳人,462.0,4.0,芝,2000,３歳未勝利
2026.6.7,阪6,2,ハナコトバ,牝,55.0,渡辺竜,寺島良,446.0,-6.0,芝,2000,３歳未勝利
2026.6.7,阪6,3,クリムゾンバースト,牡,55.0,△田山,長谷川浩,452.0,2.0,芝,2000,３歳未勝利
2026.6.7,阪6,4,エースフライト,牡,57.0,坂井,池江泰寿,512.0,-2.0,芝,2000,３歳未勝利
2026.6.7,阪6,5,ペガサスジルシ,牝,55.0,川田,新谷功一,426.0,-4.0,芝,2000,３歳未勝利
2026.6.7,阪6,6,アリュウ,牝,55.0,角田和,井上智史,448.0,14.0,芝,2000,３歳未勝利
2026.6.7,阪6,7,ラッキーシグネチャ,牝,53.0,◇古川奈,矢作芳人,438.0,-2.0,芝,2000,３歳未勝利
2026.6.7,阪6,8,アスクウルトラモア,牡,53.0,★河原田,前川恭子,390.0,-4.0,芝,2000,３歳未勝利
2026.6.7,阪6,9,シャイニーデイ,牡,54.0,▲森田,羽月友彦,460.0,-2.0,芝,2000,３歳未勝利
2026.6.7,阪6,10,レイワノキセキ,牡,57.0,太宰,本田優,464.0,0.0,芝,2000,３歳未勝利
2026.6.7,阪6,11,ビップヴォルフ,牡,57.0,Ｍデムーロ,小椋研介,444.0,6.0,芝,2000,３歳未勝利
2026.6.7,阪6,12,チュオンソン,牡,57.0,松本,昆貢,460.0,-8.0,芝,2000,３歳未勝利
2026.6.7,阪6,13,ショウナンアンバー,牡,57.0,吉村,清水久詞,446.0,4.0,芝,2000,３歳未勝利
2026.6.7,阪6,14,テイクザスローン,牡,57.0,高倉,武英智,472.0,-2.0,芝,2000,３歳未勝利
2026.6.7,阪6,15,フレアオブセンス,牡,57.0,斎藤,高野友和,474.0,0.0,芝,2000,３歳未勝利
2026.6.7,阪6,16,シェーネエルデ,牝,55.0,鮫島駿,安田翔伍,450.0,2.0,芝,2000,３歳未勝利
2026.6.7,阪7,1,ブラックドレス,牝,56.0,菱田,谷潔,456.0,10.0,ダ,1800,３歳以上１勝クラス
2026.6.7,阪7,2,グロリアス,牝,53.0,吉村,新谷功一,460.0,0.0,ダ,1800,３歳以上１勝クラス
2026.6.7,阪7,3,ルージュビバーチェ,牝,53.0,鮫島駿,橋口慎介,446.0,-6.0,ダ,1800,３歳以上１勝クラス
2026.6.7,阪7,4,クレマチス,牝,51.0,△田山,杉山佳明,504.0,8.0,ダ,1800,３歳以上１勝クラス
2026.6.7,阪7,5,リアンドゥクール,牝,53.0,西村淳,佐藤悠太,526.0,2.0,ダ,1800,３歳以上１勝クラス
2026.6.7,阪7,6,オラヴィンリンナ,牝,53.0,北村友,吉岡辰弥,496.0,0.0,ダ,1800,３歳以上１勝クラス
2026.6.7,阪7,7,コンテナライン,牝,56.0,田口,高柳大輔,490.0,4.0,ダ,1800,３歳以上１勝クラス
2026.6.7,阪7,8,ケイツーリーブル,牝,53.0,坂井,千葉直人,448.0,-2.0,ダ,1800,３歳以上１勝クラス
2026.6.7,阪7,9,クイーンズドリーム,牝,53.0,小崎,大久保龍,510.0,14.0,ダ,1800,３歳以上１勝クラス
2026.6.7,阪7,10,エコロストーム,牝,53.0,団野,千葉直人,458.0,2.0,ダ,1800,３歳以上１勝クラス
2026.6.7,阪7,11,ミルボナー,牝,53.0,池添,高野友和,496.0,10.0,ダ,1800,３歳以上１勝クラス
2026.6.7,阪7,12,ヴェントステラーレ,牝,56.0,渡辺竜,今野貞一,470.0,-8.0,ダ,1800,３歳以上１勝クラス
2026.6.7,阪7,13,ザラタン,牝,54.0,△柴田裕,中竹和也,442.0,4.0,ダ,1800,３歳以上１勝クラス
2026.6.7,阪7,14,セレーノ,牝,51.0,◇永島,高橋亮,450.0,4.0,ダ,1800,３歳以上１勝クラス
2026.6.7,阪7,15,ハッピーラブソング,牝,53.0,斎藤,牧浦充徳,464.0,4.0,ダ,1800,３歳以上１勝クラス
2026.6.7,阪7,16,アロマフェリス,牝,56.0,川田,辻野泰之,402.0,0.0,ダ,1800,３歳以上１勝クラス
2026.6.7,阪8,1,ニシノサリーナ,牝,53.0,池添,橋口慎介,450.0,8.0,芝,1400,３歳以上１勝クラス
2026.6.7,阪8,2,ゴコウサス,牡,58.0,小崎,小崎憲,484.0,-2.0,芝,1400,３歳以上１勝クラス
2026.6.7,阪8,3,トモジャプレジール,牡,55.0,菱田,大根田裕,434.0,-8.0,芝,1400,３歳以上１勝クラス
2026.6.7,阪8,4,オドラニャソンソン,牡,58.0,田口,森田直行,468.0,0.0,芝,1400,３歳以上１勝クラス
2026.6.7,阪8,5,グレースジェンヌ,牝,53.0,角田和,上村洋行,446.0,0.0,芝,1400,３歳以上１勝クラス
2026.6.7,阪8,6,ダンデノン,牝,53.0,北村友,田中克典,466.0,6.0,芝,1400,３歳以上１勝クラス
2026.6.7,阪8,7,サリュエ,牡,58.0,団野,野中賢二,492.0,-2.0,芝,1400,３歳以上１勝クラス
2026.6.7,阪8,8,シュネーグロッケン,牡,55.0,▲和田陽,清水久詞,498.0,2.0,芝,1400,３歳以上１勝クラス
2026.6.7,阪8,9,シンヒダカゴールド,牝,56.0,酒井,角田晃一,468.0,4.0,芝,1400,３歳以上１勝クラス
2026.6.7,阪8,10,スウィートリワード,牝,56.0,浜中,宮本博,464.0,-2.0,芝,1400,３歳以上１勝クラス
2026.6.7,阪8,11,ムーンウォーリア,牡,55.0,渡辺竜,笹野博司,454.0,-7.0,芝,1400,３歳以上１勝クラス
2026.6.7,阪8,12,リピ,牝,53.0,鮫島駿,西園翔太,442.0,4.0,芝,1400,３歳以上１勝クラス
2026.6.7,阪8,13,ソルオーブ,牡,55.0,松若,小栗実,458.0,4.0,芝,1400,３歳以上１勝クラス
2026.6.7,阪8,14,ワンコールアウェイ,牝,56.0,川田,杉山晴紀,470.0,4.0,芝,1400,３歳以上１勝クラス
2026.6.7,阪8,15,セディバン,牡,58.0,松本,吉田直弘,472.0,-6.0,芝,1400,３歳以上１勝クラス
2026.6.7,阪8,16,サンセットゴールド,牡,55.0,坂井,矢作芳人,444.0,-8.0,芝,1400,３歳以上１勝クラス
2026.6.7,阪8,17,アスクヴォルテージ,牡,58.0,西塚,藤原英昭,526.0,-6.0,芝,1400,３歳以上１勝クラス
2026.6.7,阪8,18,ロンティケチャップ,牡,56.0,△田山,牧田和弥,504.0,-6.0,芝,1400,３歳以上１勝クラス
2026.6.7,阪9,1,ジュルナール,牝,56.0,田山,池添学,484.0,4.0,ダ,1400,洲本特別(2勝クラス)
2026.6.7,阪9,2,ポッドデスペア,牡,55.0,中井,畠山吉宏,476.0,-6.0,ダ,1400,洲本特別(2勝クラス)
2026.6.7,阪9,3,キングツェッペリン,牡,58.0,松若,牧田和弥,472.0,0.0,ダ,1400,洲本特別(2勝クラス)
2026.6.7,阪9,4,リサシテーション,牡,55.0,菱田,岡田稲男,464.0,0.0,ダ,1400,洲本特別(2勝クラス)
2026.6.7,阪9,5,レイワサンサン,セ,58.0,鮫島駿,高柳大輔,502.0,-2.0,ダ,1400,洲本特別(2勝クラス)
2026.6.7,阪9,6,コスモストーム,牡,58.0,秋山稔,北出成人,510.0,-6.0,ダ,1400,洲本特別(2勝クラス)
2026.6.7,阪9,7,ハリウッドブルース,牡,58.0,渡辺竜,浜田多実,476.0,8.0,ダ,1400,洲本特別(2勝クラス)
2026.6.7,阪9,8,カナタコナタ,牡,55.0,西村淳,高橋一哉,482.0,-8.0,ダ,1400,洲本特別(2勝クラス)
2026.6.7,阪9,9,ハリウッドパーク,牝,56.0,富田,長谷川浩,514.0,4.0,ダ,1400,洲本特別(2勝クラス)
2026.6.7,阪9,10,マイティマイティー,牡,58.0,坂井,河嶋宏樹,492.0,-4.0,ダ,1400,洲本特別(2勝クラス)
2026.6.7,阪9,11,ホウオウゴールド,牡,58.0,小沢,栗田徹,472.0,-8.0,ダ,1400,洲本特別(2勝クラス)
2026.6.7,阪9,12,マーゴットレーヴ,牝,56.0,古川奈,伊坂重信,476.0,-4.0,ダ,1400,洲本特別(2勝クラス)
2026.6.7,阪9,13,ロードオルデン,牡,58.0,酒井,辻野泰之,492.0,-6.0,ダ,1400,洲本特別(2勝クラス)
2026.6.7,阪9,14,ラヴオントップ,牝,56.0,吉村,西村真幸,492.0,2.0,ダ,1400,洲本特別(2勝クラス)
2026.6.7,阪9,15,テラステラ,牡,58.0,団野,荒川義之,478.0,0.0,ダ,1400,洲本特別(2勝クラス)
2026.6.7,阪9,16,ポッドドンナー,牡,58.0,Ｍデムーロ,辻野泰之,488.0,8.0,ダ,1400,洲本特別(2勝クラス)
2026.6.7,阪10,1,ウインリベラシオン,牡,58.0,田口,緒方努,498.0,-4.0,芝,1800,三木特別(2勝クラス)
2026.6.7,阪10,2,リュキア,牡,58.0,国分恭,小椋研介,458.0,5.0,芝,1800,三木特別(2勝クラス)
2026.6.7,阪10,3,ユメハハテシナク,牡,58.0,松若,石坂公一,488.0,0.0,芝,1800,三木特別(2勝クラス)
2026.6.7,阪10,4,ハイディージェン,セ,58.0,西塚,森田直行,478.0,4.0,芝,1800,三木特別(2勝クラス)
2026.6.7,阪10,5,ジョイエッロ,牡,58.0,川田,池江泰寿,456.0,4.0,芝,1800,三木特別(2勝クラス)
2026.6.7,阪10,6,エバーグルーヴ,牝,56.0,西村淳,藤岡健一,418.0,4.0,芝,1800,三木特別(2勝クラス)
2026.6.7,阪10,7,ラーテル,セ,58.0,城戸,室井潔,462.0,-6.0,芝,1800,三木特別(2勝クラス)
2026.6.7,阪10,8,ヤマニンガラッシア,牡,58.0,坂井,辻哲英,446.0,-4.0,芝,1800,三木特別(2勝クラス)
2026.6.7,阪10,9,ツーエムクロノス,牡,58.0,酒井,本田優,510.0,-2.0,芝,1800,三木特別(2勝クラス)
2026.6.7,阪11,1,ムーヴ,牡,56.0,坂井,池上昌和,482.0,-6.0,ダ,1200,水無月Ｓ(OP)
2026.6.7,阪11,2,マルモリスペシャル,牡,55.0,西塚,大橋勇樹,542.0,-4.0,ダ,1200,水無月Ｓ(OP)
2026.6.7,阪11,3,プレゼンティーア,牝,52.0,松本,田中克典,496.0,4.0,ダ,1200,水無月Ｓ(OP)
2026.6.7,阪11,4,フリームファクシ,牡,58.5,酒井,須貝尚介,510.0,-4.0,ダ,1200,水無月Ｓ(OP)
2026.6.7,阪11,5,ショウナンアビアス,牡,55.0,池添,加藤士津,504.0,-2.0,ダ,1200,水無月Ｓ(OP)
2026.6.7,阪11,6,アンズアメ,牝,53.0,川田,高柳大輔,484.0,2.0,ダ,1200,水無月Ｓ(OP)
2026.6.7,阪11,7,スマートフォルス,牡,56.0,鮫島駿,吉村圭司,486.0,8.0,ダ,1200,水無月Ｓ(OP)
2026.6.7,阪11,8,クロジシジョー,牡,59.0,菱田,岡田稲男,454.0,-6.0,ダ,1200,水無月Ｓ(OP)
2026.6.7,阪11,9,ケイアイドリー,牡,58.5,松若,前川恭子,534.0,2.0,ダ,1200,水無月Ｓ(OP)
2026.6.7,阪11,10,リジル,牝,53.0,渡辺竜,奥村豊,504.0,14.0,ダ,1200,水無月Ｓ(OP)
2026.6.7,阪11,11,アガシ,セ,55.0,田口,庄野靖志,500.0,8.0,ダ,1200,水無月Ｓ(OP)
2026.6.7,阪11,12,ロードフロンティア,牡,55.0,川須,松下武士,466.0,-8.0,ダ,1200,水無月Ｓ(OP)
2026.6.7,阪11,13,ペプチドヤマト,牡,57.0,高倉,武英智,502.0,0.0,ダ,1200,水無月Ｓ(OP)
2026.6.7,阪11,14,サンライズアムール,牡,59.5,斎藤,小林真也,518.0,-2.0,ダ,1200,水無月Ｓ(OP)
2026.6.7,阪11,15,コンクイスタ,セ,58.0,西村淳,吉岡辰弥,500.0,10.0,ダ,1200,水無月Ｓ(OP)
2026.6.7,阪11,16,ジュンウィンダム,牝,55.0,国分優,浜田多実,504.0,-2.0,ダ,1200,水無月Ｓ(OP)
2026.6.7,阪12,1,ガーデンカメリア,牝,53.0,▲川端,佐藤悠太,,,ダ,1800,３歳以上１勝クラス
2026.6.7,阪12,2,ココロヅヨサ,牡,55.0,浜中,田中克典,,,ダ,1800,３歳以上１勝クラス
2026.6.7,阪12,3,チェリヴェント,牡,55.0,吉村,清水久詞,,,ダ,1800,３歳以上１勝クラス
2026.6.7,阪12,4,アーサーバローズ,牡,55.0,渡辺竜,寺島良,,,ダ,1800,３歳以上１勝クラス
2026.6.7,阪12,5,グロリアスグレイス,牡,55.0,▲和田陽,緒方努,,,ダ,1800,３歳以上１勝クラス
2026.6.7,阪12,6,フラワームーン,牝,56.0,小沢,小林真也,,,ダ,1800,３歳以上１勝クラス
2026.6.7,阪12,7,オーレアミスト,セ,58.0,Ｍデムーロ,井上智史,,,ダ,1800,３歳以上１勝クラス
2026.6.7,阪12,8,バートラガッツ,牡,55.0,北村友,池添学,,,ダ,1800,３歳以上１勝クラス
2026.6.7,阪12,9,ブレスドナイル,牝,56.0,斎藤,茶木太樹,,,ダ,1800,３歳以上１勝クラス
2026.6.7,阪12,10,ガウラディスコ,牡,55.0,鮫島駿,高柳大輔,,,ダ,1800,３歳以上１勝クラス
2026.6.7,阪12,11,ウルフ,牡,55.0,松本,渡辺薫彦,,,ダ,1800,３歳以上１勝クラス
2026.6.7,阪12,12,メイショウコナン,牡,58.0,団野,荒川義之,,,ダ,1800,３歳以上１勝クラス
