日付S,場 R,馬番,馬名S,性別,斤量,騎手,馬体重,馬体重増減,芝ダ,距離,クラス
2026.5.30,京11,12,ヒシアイラ,牡,57.0,荻野極,,,芝,1200,葵Ｓ(G3)
2026.5.30,京11,13,タマモイカロス,牡,57.0,高杉,,,芝,1200,葵Ｓ(G3)
2026.5.30,京11,14,クリエープキー,牝,55.0,幸,,,芝,1200,葵Ｓ(G3)
2026.5.30,京11,15,ルージュサウダージ,牝,55.0,斎藤,,,芝,1200,葵Ｓ(G3)
2026.5.30,京11,16,ショウナンカリス,牝,55.0,池添,,,芝,1200,葵Ｓ(G3)
2026.5.30,京12,1,ワイノナオミ,牝,56.0,北村友,,,ダ,1200,４歳以上２勝クラス
2026.5.30,京12,2,タイセイルヴァン,牡,58.0,黛,,,ダ,1200,４歳以上２勝クラス
2026.5.30,京12,3,ワンダーカモン,牡,58.0,川又,,,ダ,1200,４歳以上２勝クラス
2026.5.30,京12,4,ドンパッショーネ,牡,58.0,池添,,,ダ,1200,４歳以上２勝クラス
2026.5.30,京12,5,ウルスクローム,牡,58.0,田口,,,ダ,1200,４歳以上２勝クラス
2026.5.30,京12,6,メイショウドライブ,牝,56.0,幸,,,ダ,1200,４歳以上２勝クラス
2026.5.30,京12,7,アスタールフナ,牝,56.0,鮫島駿,,,ダ,1200,４歳以上２勝クラス
2026.5.30,京12,8,セールヴォラン,牡,58.0,松若,,,ダ,1200,４歳以上２勝クラス
2026.5.30,京12,9,ランスオブセヘル,牝,56.0,坂井,,,ダ,1200,４歳以上２勝クラス
2026.5.30,京12,10,フレイミングパイ,牝,54.0,△柴田裕,,,ダ,1200,４歳以上２勝クラス
2026.5.30,京12,11,ジュンゴールド,牡,58.0,荻野極,,,ダ,1200,４歳以上２勝クラス
2026.5.30,京12,12,ストラテージュ,牡,56.0,◇古川奈,,,ダ,1200,４歳以上２勝クラス
2026.5.30,京12,13,タッカージーティー,牝,56.0,横山典,,,ダ,1200,４歳以上２勝クラス
2026.5.30,京12,14,サマースイートピー,牝,56.0,原田和,,,ダ,1200,４歳以上２勝クラス
2026.5.30,京12,15,ベンダバール,牡,58.0,国分恭,,,ダ,1200,４歳以上２勝クラス
2026.5.30,京12,16,カワキタマナレア,牝,56.0,斎藤,,,ダ,1200,４歳以上２勝クラス
