日付S,場 R,馬番,馬名S,馬ID,性別,斤量,騎手,調教師,馬体重,馬体重増減,芝ダ,距離,クラス
2026.4.11,中1,1,アスパラゴ,,牝,55.0,大野,美浦田村,472,-4,ダ,1800,３歳未勝利
2026.4.11,中1,2,アスコットヴェール,,牝,55.0,横山武,美浦竹内,478,4,ダ,1800,３歳未勝利
2026.4.11,中1,3,メイショウオタモイ,,牝,55.0,柴田大,美浦高柳瑞,448,2,ダ,1800,３歳未勝利
2026.4.11,中1,4,パレホ,,牝,55.0,吉田豊,美浦中川,504,0,ダ,1800,３歳未勝利
2026.4.11,中1,5,コウソクユノ,,牝,55.0,原,美浦中舘,428,2,ダ,1800,３歳未勝利
2026.4.11,中1,6,ロット,,牝,55.0,嶋田,美浦本間,420,-4,ダ,1800,３歳未勝利
2026.4.11,中1,7,バオシェテンシ,,牝,52.0,▲水沼,美浦加藤和,430,2,ダ,1800,３歳未勝利
2026.4.11,中1,8,ジェムシリカ,,牝,55.0,小林脩,美浦千葉,450,0,ダ,1800,３歳未勝利
2026.4.11,中1,9,マイトリックスター,,牝,55.0,岩田康,美浦和田勇,430,-2,ダ,1800,３歳未勝利
2026.4.11,中1,10,ジーティーフクフク,,牝,52.0,▲上里,美浦西田,452,4,ダ,1800,３歳未勝利
2026.4.11,中1,11,キタノローズ,,牝,55.0,佐々木,美浦室井,470,0,ダ,1800,３歳未勝利
2026.4.11,中1,12,カスターニエ,,牝,52.0,▲佐藤,美浦伊藤圭,422,-2,ダ,1800,３歳未勝利
2026.4.11,中1,13,ライヴマルガリータ,,牝,55.0,石橋脩,美浦牧,458,-4,ダ,1800,３歳未勝利
2026.4.11,中1,14,グラスベリー,,牝,55.0,木幡巧,美浦佐藤吉,458,-2,ダ,1800,３歳未勝利
2026.4.11,中1,15,ビーチイン,,牝,55.0,横山和,美浦和田勇,420,-6,ダ,1800,３歳未勝利
2026.4.11,中1,16,モーリア,,牝,55.0,津村,美浦伊藤大,462,12,ダ,1800,３歳未勝利
2026.4.11,中2,1,バディーズライズ,,牡,54.0,▲佐藤,美浦小手川,456,1,ダ,1200,３歳未勝利
2026.4.11,中2,2,アジュアカレンツ,,牝,55.0,ディー,美浦西田,440,-2,ダ,1200,３歳未勝利
2026.4.11,中2,3,ディグニダドレアル,,牡,57.0,泉谷,栗東宮,464,-6,ダ,1200,３歳未勝利
2026.4.11,中2,4,ラストシャイニー,,牝,55.0,横山和,美浦千葉,420,-6,ダ,1200,３歳未勝利
2026.4.11,中2,5,フェイスリフト,,牡,57.0,原,美浦嘉藤,464,0,ダ,1200,３歳未勝利
2026.4.11,中2,6,アミナス,,牡,57.0,柴田善,美浦田中勝,526,0,ダ,1200,３歳未勝利
2026.4.11,中2,7,テルケンレンタッチ,,牡,57.0,木幡育,美浦勢司,524,2,ダ,1200,３歳未勝利
2026.4.11,中2,8,クアラトレンガヌ,,牡,57.0,岩田康,美浦小笠,442,2,ダ,1200,３歳未勝利
2026.4.11,中2,9,ラベンダーヘイズ,,牡,57.0,木幡巧,美浦岩戸,460,0,ダ,1200,３歳未勝利
2026.4.11,中2,10,エフティヴェント,,牡,57.0,伊藤,美浦金成,420,2,ダ,1200,３歳未勝利
2026.4.11,中2,11,ルスト,,牡,54.0,▲水沼,美浦堀内,434,-8,ダ,1200,３歳未勝利
2026.4.11,中2,12,マイネルテオドロス,,牡,57.0,佐々木,美浦菊川,448,-12,ダ,1200,３歳未勝利
2026.4.11,中2,13,イントゥゴールデン,,牡,57.0,柴田大,美浦和田雄,472,-4,ダ,1200,３歳未勝利
2026.4.11,中2,14,マジンタクシー,,牝,55.0,田辺,美浦深山,498,-6,ダ,1200,３歳未勝利
2026.4.11,中2,15,スカット,,牝,52.0,▲上里,美浦堀内,440,-2,ダ,1200,３歳未勝利
2026.4.11,中2,16,ハイバーニアン,,牡,57.0,吉田豊,美浦高橋文,470,-6,ダ,1200,３歳未勝利
2026.4.11,中3,1,アイデアユー,,牡,57.0,戸崎圭,美浦鹿戸,476,2,ダ,1800,３歳未勝利
2026.4.11,中3,2,ディープマウンテン,,牝,55.0,木幡初,美浦深山,406,0,ダ,1800,３歳未勝利
2026.4.11,中3,3,ユイノスレチガイ,,牡,57.0,田辺,美浦深山,434,-6,ダ,1800,３歳未勝利
2026.4.11,中3,4,サルサブラヴァ,,牡,57.0,原,美浦奥村武,508,-4,ダ,1800,３歳未勝利
2026.4.11,中3,5,ネオシューマン,,セ,57.0,津村,美浦鈴木伸,460,0,ダ,1800,３歳未勝利
2026.4.11,中3,6,パワポケウォーズ,,牡,54.0,▲佐藤,美浦大和田,428,-2,ダ,1800,３歳未勝利
2026.4.11,中3,7,ロイヤルタイム,,牡,57.0,ディー,美浦和田郎,432,2,ダ,1800,３歳未勝利
2026.4.11,中3,8,カンフーヒーロー,,牡,54.0,▲水沼,美浦的場,482,0,ダ,1800,３歳未勝利
2026.4.11,中3,9,シンデレラカラー,,牝,55.0,岩田康,美浦加藤和,456,0,ダ,1800,３歳未勝利
2026.4.11,中3,10,アチーヴァー,,牡,57.0,佐々木,栗東石坂,452,-6,ダ,1800,３歳未勝利
2026.4.11,中3,11,レイランディ,,牡,57.0,石橋脩,美浦古賀慎,450,-4,ダ,1800,３歳未勝利
2026.4.11,中3,12,シャインプレマ,,牝,55.0,木幡巧,美浦中舘,422,12,ダ,1800,３歳未勝利
2026.4.11,中3,13,グスク,,牡,57.0,大野,美浦辻,480,-2,ダ,1800,３歳未勝利
2026.4.11,中4,1,パープルアドミラル,,牡,60.0,金子,美浦堀内,452,0,障,3200,４歳以上障害ＯＰ(OP)
2026.4.11,中4,2,メイショウソムリエ,,セ,60.0,大江圭,美浦蛯名正,494,-12,障,3200,４歳以上障害ＯＰ(OP)
