日付S,場 R,馬番,馬名S,馬ID,性別,斤量,騎手,調教師,馬体重,馬体重増減,芝ダ,距離,クラス
2026.8.15,新1,1,ミライノシャチョウ,,牝,55.0,丸山,栗東森秀,,,芝,1800,２歳未勝利
2026.8.15,新1,2,ムーチョピカンテ,,牡,55.0,江田照,美浦奥平,,,芝,1800,２歳未勝利
2026.8.15,新1,3,フルーツバスケット,,牡,55.0,川田,栗東前川,,,芝,1800,２歳未勝利
2026.8.15,新1,4,コナパームス,,牡,55.0,戸崎圭,美浦森一,,,芝,1800,２歳未勝利
2026.8.15,新1,5,スターマイン,,牝,55.0,岩田康,美浦大竹,,,芝,1800,２歳未勝利
2026.8.15,新1,6,シュートザワークス,,牡,55.0,津村,美浦千葉,,,芝,1800,２歳未勝利
2026.8.15,新1,7,オーラムミーティア,,牡,55.0,松岡,栗東吉村,,,芝,1800,２歳未勝利
2026.8.15,新1,8,マルガリート,,牝,55.0,小崎,美浦佐藤吉,,,芝,1800,２歳未勝利
2026.8.15,新1,9,ドミナートル,,牡,55.0,原,美浦矢野,,,芝,1800,２歳未勝利
2026.8.15,新2,1,カナデルペガサス,,牝,53.0,◇今村,美浦尾形,,,芝,1400,２歳新馬
2026.8.15,新2,2,エコロブラン,,牝,55.0,津村,美浦中舘,,,芝,1400,２歳新馬
2026.8.15,新2,3,ディーヴァソラーレ,,牝,55.0,木幡巧,美浦中舘,,,芝,1400,２歳新馬
2026.8.15,新2,4,スナッチアップ,,牝,55.0,杉原,美浦武市,,,芝,1400,２歳新馬
2026.8.15,新2,5,コスモベスケーデン,,牝,53.0,△石神道,美浦手塚久,,,芝,1400,２歳新馬
2026.8.15,新2,6,マリノミステリアス,,牝,55.0,小崎,美浦伊坂,,,芝,1400,２歳新馬
2026.8.15,新2,7,オモチ,,牝,55.0,丸田,美浦加藤和,,,芝,1400,２歳新馬
2026.8.15,新2,8,マムダッドベル,,牝,55.0,柴田大,美浦粕谷,,,芝,1400,２歳新馬
2026.8.15,新2,9,テリオスブギ,,牝,55.0,戸崎圭,美浦田島,,,芝,1400,２歳新馬
2026.8.15,新2,10,アルデラッシュ,,牝,55.0,丸山,美浦田中剛,,,芝,1400,２歳新馬
2026.8.15,新2,11,アンナモエ,,牝,52.0,▲石田,美浦天間,,,芝,1400,２歳新馬
2026.8.15,新2,12,ウキ,,牝,55.0,原,美浦小手川,,,芝,1400,２歳新馬
2026.8.15,新2,13,ラインディーバ,,牝,55.0,武藤,美浦武藤,,,芝,1400,２歳新馬
2026.8.15,新2,14,ジーティーマルク,,牝,55.0,三浦,美浦柄崎,,,芝,1400,２歳新馬
2026.8.15,新2,15,ハチキンキリシマ,,牝,52.0,▲佐藤,美浦蛯名利,,,芝,1400,２歳新馬
2026.8.15,新3,1,ルークスイテルム,,牡,55.0,丸山,美浦中川,,,芝,1800,２歳新馬
2026.8.15,新3,2,リボンロード,,牡,55.0,川田,美浦上原佑,,,芝,1800,２歳新馬
2026.8.15,新3,3,ケイジャーダ,,牝,55.0,石橋脩,美浦佐藤吉,,,芝,1800,２歳新馬
2026.8.15,新3,4,モナークスヴァラー,,牡,55.0,木幡巧,美浦牧,,,芝,1800,２歳新馬
2026.8.15,新3,5,ルバート,,牡,55.0,岩田康,栗東茶木,,,芝,1800,２歳新馬
2026.8.15,新3,6,フォクセン,,牡,55.0,武藤,美浦戸田,,,芝,1800,２歳新馬
2026.8.15,新3,7,ケブラダラボジェラ,,牝,55.0,松岡,美浦伊藤伸,,,芝,1800,２歳新馬
2026.8.15,新3,8,リバーススイープ,,牡,55.0,戸崎圭,美浦田島,,,芝,1800,２歳新馬
2026.8.15,新3,9,コウサイリクリ,,牝,55.0,柴田大,美浦粕谷,,,芝,1800,２歳新馬
2026.8.15,新3,10,ピコベリー,,牝,55.0,津村,美浦奥村武,,,芝,1800,２歳新馬
2026.8.15,新3,11,キョウエイシャトル,,牡,55.0,原,美浦萱野,,,芝,1800,２歳新馬
2026.8.15,新3,12,イカルステソーロ,,牡,55.0,石川,美浦武市,,,芝,1800,２歳新馬
