日付S,場 R,馬番,馬名S,馬ID,性別,斤量,騎手,調教師,馬体重,馬体重増減,芝ダ,距離,クラス
2026.6.28,福1,1,フレイムジョーカー,,牡,60.0,中村,美浦岩戸,,,障,2750,３歳以上障害未勝利
2026.6.28,福1,2,アウスヴァール,,セ,60.0,森一,栗東昆,,,障,2750,３歳以上障害未勝利
2026.6.28,福1,3,シュハリ,,牡,60.0,江田勇亮,美浦粕谷,,,障,2750,３歳以上障害未勝利
2026.6.28,福1,4,ポワンキュルミナン,,牡,60.0,小牧加,栗東岡田,,,障,2750,３歳以上障害未勝利
2026.6.28,福1,5,ブランフォルテ,,牡,57.0,▲水沼,美浦辻,,,障,2750,３歳以上障害未勝利
2026.6.28,福1,6,グロッシェン,,牡,60.0,難波,美浦手塚徳,,,障,2750,３歳以上障害未勝利
2026.6.28,福1,7,ラパンラピッド,,セ,57.0,▲坂口,美浦武井,,,障,2750,３歳以上障害未勝利
2026.6.28,福1,8,ヴォンヌヴォー,,牝,58.0,黒岩,美浦天間,,,障,2750,３歳以上障害未勝利
2026.6.28,福1,9,トーアマリシテン,,セ,60.0,五十嵐,美浦小島,,,障,2750,３歳以上障害未勝利
2026.6.28,福1,10,ブライトライツ,,セ,60.0,草野,美浦秋本,,,障,2750,３歳以上障害未勝利
2026.6.28,福1,11,モズクルードラゴン,,牡,57.0,▲小林凌,美浦天間,,,障,2750,３歳以上障害未勝利
2026.6.28,福1,12,ニシノインヴィクタ,,牡,60.0,伴,美浦本間,,,障,2750,３歳以上障害未勝利
2026.6.28,福1,13,ロワゾブルー,,牝,57.0,▲土田,美浦小島,,,障,2750,３歳以上障害未勝利
2026.6.28,福1,14,サマーアゲイン,,牡,60.0,高田,栗東渡辺,,,障,2750,３歳以上障害未勝利
2026.6.28,福2,1,ゴールドフリーダム,,セ,57.0,菊沢,美浦青木,,,ダ,1700,３歳未勝利
2026.6.28,福2,2,カラクリスピリッツ,,牝,55.0,小林脩,美浦斎藤誠,,,ダ,1700,３歳未勝利
2026.6.28,福2,3,カミノテイオー,,牡,57.0,木幡巧,美浦奥平,,,ダ,1700,３歳未勝利
2026.6.28,福2,4,オセアフェアモント,,牡,57.0,野中,美浦菊川,,,ダ,1700,３歳未勝利
2026.6.28,福2,5,イトシサ,,牡,57.0,三浦,美浦田中博,,,ダ,1700,３歳未勝利
2026.6.28,福2,6,プロミスライン,,牝,52.0,▲石神道,美浦森一,,,ダ,1700,３歳未勝利
2026.6.28,福2,7,チェイサー,,牡,54.0,▲佐藤,美浦相沢,,,ダ,1700,３歳未勝利
2026.6.28,福2,8,サイモングリーマン,,牡,57.0,木幡育,美浦的場,,,ダ,1700,３歳未勝利
2026.6.28,福2,9,ロジキセキ,,牡,57.0,田口,美浦新開,,,ダ,1700,３歳未勝利
2026.6.28,福2,10,アシタバスピリッツ,,牝,52.0,▲水沼,美浦西田,,,ダ,1700,３歳未勝利
2026.6.28,福2,11,ゴーントゥファー,,セ,57.0,荻野極,美浦小島,,,ダ,1700,３歳未勝利
2026.6.28,福2,12,ウインビギニング,,牡,57.0,松山,美浦上原博,,,ダ,1700,３歳未勝利
2026.6.28,福2,13,カシマライフウ,,牡,57.0,松岡,美浦伊藤伸,,,ダ,1700,３歳未勝利
2026.6.28,福2,14,ロココ,,牝,52.0,▲上里,美浦加藤和,,,ダ,1700,３歳未勝利
2026.6.28,福2,15,テンカラットレター,,牡,57.0,木幡初,美浦本間,,,ダ,1700,３歳未勝利
2026.6.28,福3,1,ドルチェテソーロ,,牝,55.0,木幡巧,美浦牧,,,芝,1200,２歳未勝利
2026.6.28,福3,2,アイファーラピッド,,牝,55.0,団野,栗東森秀,,,芝,1200,２歳未勝利
2026.6.28,福3,3,ベアアミーチ,,牝,52.0,▲上里,美浦杉浦,,,芝,1200,２歳未勝利
2026.6.28,福3,4,ユイノヘラクレス,,牡,55.0,木幡初,美浦深山,,,芝,1200,２歳未勝利
2026.6.28,福3,5,オオセイケイ,,牝,55.0,横山武,美浦竹内,,,芝,1200,２歳未勝利
2026.6.28,福4,1,マーズワース,,牝,52.0,▲佐藤,美浦小手川,,,芝,1200,２歳新馬
2026.6.28,福4,2,ティアラスピリット,,牝,55.0,菊沢,美浦上原博,,,芝,1200,２歳新馬
2026.6.28,福4,3,ノヴェルアレイア,,牝,55.0,石橋脩,美浦矢野,,,芝,1200,２歳新馬
2026.6.28,福4,4,ドナビッグベン,,牝,55.0,荻野極,美浦秋本,,,芝,1200,２歳新馬
2026.6.28,福4,5,ピリナカピリナ,,牝,55.0,武藤,美浦水野,,,芝,1200,２歳新馬
2026.6.28,福4,6,プリンセスロッティ,,牝,55.0,戸崎圭,美浦伊藤圭,,,芝,1200,２歳新馬
2026.6.28,福4,7,スペシャルサンクス,,牝,55.0,嶋田,美浦矢嶋,,,芝,1200,２歳新馬
2026.6.28,福4,8,ジーティーマイカ,,牝,55.0,松山,栗東前川,,,芝,1200,２歳新馬
2026.6.28,福4,9,サリードゥ,,牝,55.0,津村,美浦鈴木伸,,,芝,1200,２歳新馬
2026.6.28,福4,10,リケアチャチャチャ,,牝,52.0,▲石田,美浦上原博,,,芝,1200,２歳新馬
2026.6.28,福4,11,マリノシークレット,,牝,52.0,▲上里,美浦武市,,,芝,1200,２歳新馬
2026.6.28,福4,12,ミッドナイトドア,,牝,55.0,柴田大,美浦伊藤大,,,芝,1200,２歳新馬
2026.6.28,福4,13,ウインリスノアール,,牝,52.0,▲石神道,美浦和田郎,,,芝,1200,２歳新馬
2026.6.28,福4,14,ヤマニンアルセド,,牝,55.0,横山武,栗東長谷川,,,芝,1200,２歳新馬
2026.6.28,福5,1,ウィナーズチェック,,牝,55.0,ゴンサルベ,美浦和田勇,,,芝,1800,２歳新馬
2026.6.28,福5,2,マルガリート,,牝,55.0,江田照,美浦佐藤吉,,,芝,1800,２歳新馬
2026.6.28,福5,3,ラッキースパークル,,牡,55.0,戸崎圭,栗東松永幹,,,芝,1800,２歳新馬
2026.6.28,福5,4,ビップヴィーナス,,牝,55.0,丸山,美浦田島,,,芝,1800,２歳新馬
2026.6.28,福5,5,アルアンダルス,,牝,55.0,Ｍデムーロ,美浦小野,,,芝,1800,２歳新馬
2026.6.28,福5,6,プリメラエストレラ,,牡,55.0,三浦,栗東橋田,,,芝,1800,２歳新馬
2026.6.28,福5,7,センターアイランド,,牡,55.0,横山武,美浦嘉藤,,,芝,1800,２歳新馬
2026.6.28,福5,8,レッジェランツァ,,牡,55.0,津村,美浦田中博,,,芝,1800,２歳新馬
2026.6.28,福5,9,マーゴットパラディ,,牡,55.0,荻野極,美浦伊坂,,,芝,1800,２歳新馬
2026.6.28,福5,10,モンドドゥアムール,,牝,55.0,松山,栗東高橋康,,,芝,1800,２歳新馬
2026.6.28,福5,11,トリプティーク,,牝,55.0,柴田大,美浦和田雄,,,芝,1800,２歳新馬
2026.6.28,福5,12,アルデアーク,,牡,55.0,横山典,美浦村田,,,芝,1800,２歳新馬
2026.6.28,福5,13,ウインワーグナー,,牡,55.0,菊沢,美浦武市,,,芝,1800,２歳新馬
2026.6.28,福5,14,カペラテソーロ,,牡,55.0,木幡巧,美浦牧,,,芝,1800,２歳新馬
