日付S,場 R,馬番,馬名S,馬ID,性別,斤量,騎手,調教師,馬体重,馬体重増減,芝ダ,距離,クラス
2026.6.21,東1,1,キャプテンシー,,牡,60.0,中村,栗東松永幹,476,-6,障,3000,３歳以上障害未勝利
2026.6.21,東1,2,セイウンパシュート,,セ,60.0,五十嵐,美浦上原博,458,-4,障,3000,３歳以上障害未勝利
2026.6.21,東1,3,グランジョルノ,,牡,60.0,伴,美浦高柳瑞,490,-2,障,3000,３歳以上障害未勝利
2026.6.21,東1,4,テーオーレガシー,,牡,60.0,小牧加,栗東宮,514,-12,障,3000,３歳以上障害未勝利
2026.6.21,東1,5,メイショウカゼマチ,,牡,60.0,黒岩,栗東角田,468,0,障,3000,３歳以上障害未勝利
2026.6.21,東1,6,ヒロピアーナ,,牡,57.0,▲土田,美浦石栗,548,12,障,3000,３歳以上障害未勝利
2026.6.21,東1,7,アップストローク,,セ,60.0,草野,美浦杉浦,464,-14,障,3000,３歳以上障害未勝利
2026.6.21,東1,8,ブライトマン,,セ,60.0,大江圭,美浦蛯名正,482,0,障,3000,３歳以上障害未勝利
2026.6.21,東1,9,ダスク,,牡,60.0,難波,栗東宮本,468,0,障,3000,３歳以上障害未勝利
2026.6.21,東1,10,プレミアブルー,,牡,60.0,金子,美浦菊川,464,8,障,3000,３歳以上障害未勝利
2026.6.21,東1,11,ゴールデンステップ,,牝,58.0,高田潤,美浦和田勇,500,10,障,3000,３歳以上障害未勝利
2026.6.21,東1,12,アルシミスト,,セ,57.0,▲坂口,美浦浅利,520,2,障,3000,３歳以上障害未勝利
2026.6.21,東1,13,デスティネ,,牡,60.0,江田勇,美浦萱野,488,2,障,3000,３歳以上障害未勝利
2026.6.21,東1,14,ジャクソン,,牡,57.0,▲小林凌,美浦武市,540,4,障,3000,３歳以上障害未勝利
2026.6.21,東2,1,シャトーベスト,,牡,53.0,★谷原,美浦蛯名利,,,ダ,1600,３歳未勝利
2026.6.21,東2,2,ダノンマスタング,,牡,57.0,ルメール,美浦田中博,,,ダ,1600,３歳未勝利
2026.6.21,東2,3,ライトアファイア,,牡,57.0,菊沢,美浦伊藤圭,,,ダ,1600,３歳未勝利
2026.6.21,東2,4,フィオリータ,,牡,57.0,三浦,美浦大竹,,,ダ,1600,３歳未勝利
2026.6.21,東2,5,ファインブライト,,牡,57.0,原,美浦佐藤吉,,,ダ,1600,３歳未勝利
2026.6.21,東2,6,モロノラピド,,牡,57.0,丸山,美浦田中勝,,,ダ,1600,３歳未勝利
2026.6.21,東2,7,ブルージンジャー,,牝,55.0,ゴンサルベ,美浦矢嶋,,,ダ,1600,３歳未勝利
2026.6.21,東2,8,アクアマーズ,,牡,57.0,荻野極,美浦浅利,,,ダ,1600,３歳未勝利
2026.6.21,東2,9,キーチジャステン,,牡,57.0,西村淳,美浦千葉,,,ダ,1600,３歳未勝利
2026.6.21,東2,10,パチクリベスクリ,,牡,54.0,▲石神道,美浦清水英,,,ダ,1600,３歳未勝利
2026.6.21,東2,11,モンスターラッシュ,,牡,57.0,石川,美浦高木,,,ダ,1600,３歳未勝利
2026.6.21,東2,12,デルマシラカミ,,牝,52.0,▲上里,美浦小野,,,ダ,1600,３歳未勝利
2026.6.21,東2,13,ラッキーモア,,牡,57.0,戸崎圭,美浦尾関,,,ダ,1600,３歳未勝利
2026.6.21,東2,14,ニットウライズ,,牡,57.0,吉田豊,美浦高橋文,,,ダ,1600,３歳未勝利
2026.6.21,東2,15,カフェタンガロア,,牡,57.0,小林脩,美浦嘉藤,,,ダ,1600,３歳未勝利
2026.6.21,東2,16,ファイアリービート,,牡,57.0,大野,美浦鈴木慎,,,ダ,1600,３歳未勝利
2026.6.21,東3,1,ツウカイウォリアー,,牡,57.0,小林脩,美浦鈴木慎,,,ダ,2100,３歳未勝利
2026.6.21,東3,2,ウォーレーションズ,,牡,57.0,菊沢,美浦鈴木慎,,,ダ,2100,３歳未勝利
2026.6.21,東3,3,ザンテソーロ,,牡,57.0,荻野極,美浦畠山,,,ダ,2100,３歳未勝利
2026.6.21,東3,4,クリムゾンリーフ,,牡,57.0,ゴンサルベ,美浦加藤士,,,ダ,2100,３歳未勝利
2026.6.21,東3,5,ユイノサダハル,,牡,57.0,江田照,美浦古賀慎,,,ダ,2100,３歳未勝利
2026.6.21,東3,6,ネイティヴプライド,,牡,57.0,三浦,美浦高木,,,ダ,2100,３歳未勝利
2026.6.21,東3,7,アスパラゴ,,牝,55.0,西塚,美浦田村,,,ダ,2100,３歳未勝利
2026.6.21,東3,8,マイネルシュラハト,,牡,57.0,柴田大,美浦畠山,,,ダ,2100,３歳未勝利
2026.6.21,東3,9,フォンドルレール,,牡,57.0,吉田豊,美浦戸田,,,ダ,2100,３歳未勝利
2026.6.21,東3,10,ヤマメナイト,,牡,57.0,野中,美浦田島,,,ダ,2100,３歳未勝利
2026.6.21,東3,11,コスモラムバック,,牡,57.0,武藤,美浦水野,,,ダ,2100,３歳未勝利
2026.6.21,東3,12,ロードリュイール,,牡,57.0,原,美浦田中博,,,ダ,2100,３歳未勝利
2026.6.21,東3,13,ウインガネーシャ,,牡,57.0,木幡巧,美浦高木,,,ダ,2100,３歳未勝利
2026.6.21,東3,14,レイランディ,,牡,54.0,▲石神道,美浦古賀慎,,,ダ,2100,３歳未勝利
2026.6.21,東3,15,エオリアンリッジ,,牡,57.0,丸田,美浦尾関,,,ダ,2100,３歳未勝利
2026.6.21,東3,16,キョウエイアート,,セ,54.0,▲石田,美浦萱野,,,ダ,2100,３歳未勝利
2026.6.21,東4,1,シュートザワークス,,牡,55.0,津村,美浦千葉,,,芝,1400,２歳新馬
2026.6.21,東4,2,アラータス,,牡,55.0,丸田,美浦秋本,,,芝,1400,２歳新馬
2026.6.21,東4,3,シャンパンアワー,,牡,55.0,戸崎圭,美浦田中剛,,,芝,1400,２歳新馬
2026.6.21,東4,4,クラウンフラッグ,,牡,55.0,木幡巧,美浦中川,,,芝,1400,２歳新馬
2026.6.21,東4,5,エムアイブレイズ,,牡,55.0,原,美浦青木,,,芝,1400,２歳新馬
2026.6.21,東4,6,タクティシアン,,牡,55.0,ルメール,美浦森一,,,芝,1400,２歳新馬
2026.6.21,東4,7,ミエルモーサ,,牝,55.0,西村淳,栗東松下,,,芝,1400,２歳新馬
2026.6.21,東4,8,シーズザチャンス,,牝,55.0,ゴンサルベ,美浦大和田,,,芝,1400,２歳新馬
2026.6.21,東4,9,イサチルサリーレ,,牡,55.0,木幡初,美浦竹内,,,芝,1400,２歳新馬
2026.6.21,東4,10,コールドスリープ,,牝,55.0,菊沢,美浦深山,,,芝,1400,２歳新馬
2026.6.21,東5,1,トーセンマスラオ,,牡,55.0,菊沢,美浦菊沢,,,芝,1800,２歳新馬
2026.6.21,東5,2,フルーツバスケット,,牡,55.0,吉田豊,栗東前川,,,芝,1800,２歳新馬
2026.6.21,東5,3,ホウオウビリーヴ,,牡,55.0,戸崎圭,美浦木村,,,芝,1800,２歳新馬
2026.6.21,東5,4,ノドゥス,,牡,55.0,横山典,美浦斎藤誠,,,芝,1800,２歳新馬
2026.6.21,東5,5,キャピタルストーン,,牡,55.0,大野,美浦久保田,,,芝,1800,２歳新馬
2026.6.21,東5,6,コスモシグナス,,牡,55.0,石川,美浦水野,,,芝,1800,２歳新馬
2026.6.21,東5,7,レイデアルマス,,牡,55.0,西村淳,栗東杉山佳,,,芝,1800,２歳新馬
2026.6.21,東5,8,アヴィアトーレ,,牡,55.0,ゴンサルベ,美浦田島,,,芝,1800,２歳新馬
2026.6.21,東5,9,ラガリーガ,,牡,55.0,ルメール,美浦手塚久,,,芝,1800,２歳新馬
2026.6.21,東5,10,ニシノツムジカゼ,,牡,55.0,野中,美浦西田,,,芝,1800,２歳新馬
2026.6.21,東5,11,マイネルアルディ,,牡,52.0,▲石神道,美浦菊川,,,芝,1800,２歳新馬
2026.6.21,東5,12,マイネルリコルディ,,牡,55.0,原,美浦青木,,,芝,1800,２歳新馬
2026.6.21,東5,13,ダノンコレクト,,牡,55.0,荻野極,美浦森一,,,芝,1800,２歳新馬
2026.6.21,東6,1,セルリア,,牝,55.0,原,美浦大和田,,,芝,1600,３歳未勝利
2026.6.21,東6,2,ウインテラジーナ,,牝,55.0,西村淳,美浦栗田,,,芝,1600,３歳未勝利
2026.6.21,東6,3,ロックユアライフ,,牝,55.0,菊沢,美浦田中博,,,芝,1600,３歳未勝利
2026.6.21,東6,4,サイモンナイスラン,,牡,57.0,木幡育,美浦勢司,,,芝,1600,３歳未勝利
2026.6.21,東6,5,ブラーヴジャン,,牡,57.0,ゴンサルベ,美浦和田勇,,,芝,1600,３歳未勝利
2026.6.21,東6,6,ヴィクトリーマンボ,,牝,55.0,菅原隆,美浦大竹,,,芝,1600,３歳未勝利
2026.6.21,東6,7,フィレルレーヴ,,牝,55.0,吉田豊,美浦竹内,,,芝,1600,３歳未勝利
2026.6.21,東6,8,ダノンアスコルティ,,牝,55.0,ルメール,美浦大竹,,,芝,1600,３歳未勝利
2026.6.21,東6,9,ニシノカルラ,,牡,57.0,野中,美浦和田勇,,,芝,1600,３歳未勝利
2026.6.21,東6,10,ヘクトルテソーロ,,牡,57.0,木幡巧,美浦畠山,,,芝,1600,３歳未勝利
2026.6.21,東6,11,エヴァンスベイ,,牝,55.0,戸崎圭,美浦宮田,,,芝,1600,３歳未勝利
2026.6.21,東6,12,スカイリッチ,,牡,57.0,荻野極,美浦小笠,,,芝,1600,３歳未勝利
2026.6.21,東6,13,ジーティーヒラリ,,牝,52.0,▲上里,美浦加藤和,,,芝,1600,３歳未勝利
2026.6.21,東6,14,ウインドオブヘヴン,,牡,57.0,松岡,美浦戸田,,,芝,1600,３歳未勝利
2026.6.21,東6,15,スチールギターラグ,,牝,55.0,三浦,美浦鹿戸,,,芝,1600,３歳未勝利
2026.6.21,東6,16,シャルムグリーン,,牡,57.0,津村,美浦相沢,,,芝,1600,３歳未勝利
2026.6.21,東7,1,ローズブーケ,,牝,53.0,津村,美浦鈴木伸,,,ダ,1600,３歳以上１勝クラス
2026.6.21,東7,2,ハニーオーケストラ,,牝,53.0,西塚,美浦稲垣,,,ダ,1600,３歳以上１勝クラス
2026.6.21,東7,3,ラルガメンテ,,牝,56.0,荻野極,美浦尾関,,,ダ,1600,３歳以上１勝クラス
2026.6.21,東7,4,カサビセンス,,牝,56.0,木幡巧,美浦新開,,,ダ,1600,３歳以上１勝クラス
2026.6.21,東7,5,ヴンダーバール,,牝,53.0,戸崎圭,美浦斎藤誠,,,ダ,1600,３歳以上１勝クラス
2026.6.21,東7,6,シオンダンサー,,牝,53.0,西村淳,栗東斉藤崇,,,ダ,1600,３歳以上１勝クラス
2026.6.21,東7,7,テルケンユミクイン,,牝,56.0,菊沢,美浦田島,,,ダ,1600,３歳以上１勝クラス
2026.6.21,東7,8,ディペンダブル,,牝,56.0,三浦,美浦菊沢,,,ダ,1600,３歳以上１勝クラス
2026.6.21,東7,9,ブルーサーマル,,牝,53.0,原,美浦池上,,,ダ,1600,３歳以上１勝クラス
2026.6.21,東7,10,ファンシーズ,,牝,50.0,▲石田,美浦尾形,,,ダ,1600,３歳以上１勝クラス
2026.6.21,東7,11,クラリネットソナタ,,牝,56.0,ゴンサルベ,美浦柄崎,,,ダ,1600,３歳以上１勝クラス
2026.6.21,東7,12,ジュエルハウス,,牝,56.0,丸田,栗東橋田,,,ダ,1600,３歳以上１勝クラス
2026.6.21,東7,13,リケアマカロニ,,牝,50.0,▲上里,美浦小野,,,ダ,1600,３歳以上１勝クラス
2026.6.21,東7,14,ジューンミレニアム,,牝,53.0,菅原隆,美浦鈴木慎,,,ダ,1600,３歳以上１勝クラス
2026.6.21,東7,15,ルージュミレネール,,牝,56.0,石川,美浦古賀慎,,,ダ,1600,３歳以上１勝クラス
2026.6.21,東7,16,エイミームーン,,牝,53.0,▲佐藤,美浦矢野,,,ダ,1600,３歳以上１勝クラス
2026.6.21,東8,1,ポッドロルフ,,牡,58.0,三浦,美浦小野,,,芝,1600,３歳以上１勝クラス
2026.6.21,東8,2,スワローシチー,,牡,58.0,西村淳,美浦相沢,,,芝,1600,３歳以上１勝クラス
2026.6.21,東8,3,ラベルセーヌ,,牝,53.0,荻野極,美浦鹿戸,,,芝,1600,３歳以上１勝クラス
2026.6.21,東8,4,スターチスブーケ,,牝,56.0,菊沢,美浦田中勝,,,芝,1600,３歳以上１勝クラス
2026.6.21,東8,5,アトリウムチャペル,,牝,56.0,横山典,美浦浅利,,,芝,1600,３歳以上１勝クラス
2026.6.21,東8,6,ライネリーベ,,牝,56.0,ゴンサルベ,美浦木村,,,芝,1600,３歳以上１勝クラス
2026.6.21,東8,7,スマイルカーブ,,牝,53.0,大野,美浦小手川,,,芝,1600,３歳以上１勝クラス
2026.6.21,東8,8,マニス,,牝,53.0,▲上里,美浦畠山,,,芝,1600,３歳以上１勝クラス
2026.6.21,東8,9,サンデースマッシュ,,牡,55.0,原,美浦嘉藤,,,芝,1600,３歳以上１勝クラス
2026.6.21,東8,10,タイセイアストロ,,牡,55.0,石川,美浦森一,,,芝,1600,３歳以上１勝クラス
2026.6.21,東8,11,フェーダーローター,,牝,50.0,▲石神道,美浦天間,,,芝,1600,３歳以上１勝クラス
2026.6.21,東8,12,モートンアイランド,,牝,53.0,戸崎圭,美浦手塚久,,,芝,1600,３歳以上１勝クラス
2026.6.21,東8,13,タイキバルドル,,牡,55.0,▲石田,美浦勢司,,,芝,1600,３歳以上１勝クラス
2026.6.21,東8,14,マツリダイコ,,牝,53.0,津村,美浦黒岩,,,芝,1600,３歳以上１勝クラス
2026.6.21,東8,15,オルグジェシダ,,牝,56.0,ルメール,美浦宮田,,,芝,1600,３歳以上１勝クラス
2026.6.21,東8,16,パーリーブラック,,牡,55.0,佐藤翔馬,美浦伊坂,,,芝,1600,３歳以上１勝クラス
2026.6.21,東9,1,ドントゥザムーン,,牡,58.0,木幡巧,美浦高木,,,ダ,1400,甲州街道特別(2勝クラス)
2026.6.21,東9,2,ポッドドンナー,,牡,58.0,丸山,栗東辻野,,,ダ,1400,甲州街道特別(2勝クラス)
2026.6.21,東9,3,ワーズワース,,牡,58.0,浜中,栗東高橋一,,,ダ,1400,甲州街道特別(2勝クラス)
2026.6.21,東9,4,シホノペルフェット,,牡,58.0,ゴンサルベ,栗東寺島,,,ダ,1400,甲州街道特別(2勝クラス)
2026.6.21,東9,5,モンシェリ,,牝,56.0,松岡,栗東牧田,,,ダ,1400,甲州街道特別(2勝クラス)
2026.6.21,東9,6,アクアマリーナ,,牝,56.0,原,美浦伊坂,,,ダ,1400,甲州街道特別(2勝クラス)
2026.6.21,東9,7,フォースミラクル,,牡,58.0,ルメール,美浦加藤征,,,ダ,1400,甲州街道特別(2勝クラス)
2026.6.21,東9,8,タカスタカスタカス,,牡,55.0,戸崎圭,栗東藤原,,,ダ,1400,甲州街道特別(2勝クラス)
2026.6.21,東9,9,マジッククッキー,,牡,55.0,大野,美浦加藤士,,,ダ,1400,甲州街道特別(2勝クラス)
2026.6.21,東9,10,ライトオブヌカタ,,牡,55.0,石川,栗東上村,,,ダ,1400,甲州街道特別(2勝クラス)
2026.6.21,東9,11,フィドルファドル,,牝,56.0,荻野極,栗東矢作,,,ダ,1400,甲州街道特別(2勝クラス)
2026.6.21,東9,12,サザンウォリアー,,牡,55.0,野中,美浦加藤和,,,ダ,1400,甲州街道特別(2勝クラス)
2026.6.21,東9,13,シュレン,,牝,56.0,菊沢,美浦千葉,,,ダ,1400,甲州街道特別(2勝クラス)
2026.6.21,東9,14,ライジンマル,,セ,58.0,木幡初,美浦竹内,,,ダ,1400,甲州街道特別(2勝クラス)
2026.6.21,東9,15,キョウエイカンセ,,牡,58.0,津村,美浦萱野,,,ダ,1400,甲州街道特別(2勝クラス)
2026.6.21,東9,16,ゴールデンカイト,,牡,58.0,西村淳,栗東中内田,,,ダ,1400,甲州街道特別(2勝クラス)
2026.6.21,東10,1,モンシュマン,,牡,58.0,ゴンサルベ,美浦辻,,,芝,1400,多摩川Ｓ(3勝クラス)
2026.6.21,東10,2,モンドデラモーレ,,牡,58.0,大野,美浦千葉,,,芝,1400,多摩川Ｓ(3勝クラス)
2026.6.21,東10,3,エフォートレス,,牡,58.0,丸山,美浦嘉藤,,,芝,1400,多摩川Ｓ(3勝クラス)
2026.6.21,東10,4,グーテンベルク,,牡,58.0,戸崎圭,美浦金成,,,芝,1400,多摩川Ｓ(3勝クラス)
2026.6.21,東10,5,ユハンヌス,,牡,58.0,菊沢,栗東大久保,,,芝,1400,多摩川Ｓ(3勝クラス)
2026.6.21,東10,6,ダノンエンブレム,,牡,58.0,荻野極,美浦宮田,,,芝,1400,多摩川Ｓ(3勝クラス)
2026.6.21,東10,7,サトノヴィレ,,セ,58.0,吉田豊,美浦鹿戸,,,芝,1400,多摩川Ｓ(3勝クラス)
2026.6.21,東10,8,フライングブレード,,牡,58.0,石橋脩,栗東飯田,,,芝,1400,多摩川Ｓ(3勝クラス)
2026.6.21,東10,9,レッドキングリー,,牡,58.0,ルメール,美浦木村,,,芝,1400,多摩川Ｓ(3勝クラス)
2026.6.21,東10,10,ラーンザロープス,,牝,56.0,津村,栗東武幸,,,芝,1400,多摩川Ｓ(3勝クラス)
2026.6.21,東10,11,マックアルイーン,,牡,58.0,石川,美浦木村,,,芝,1400,多摩川Ｓ(3勝クラス)
2026.6.21,東10,12,マテンロウブラボー,,牡,58.0,西村淳,栗東野中,,,芝,1400,多摩川Ｓ(3勝クラス)
2026.6.21,東10,13,セシリエプラージュ,,牝,56.0,西塚,栗東中村,,,芝,1400,多摩川Ｓ(3勝クラス)
2026.6.21,東10,14,スマイルアップ,,牝,56.0,松岡,美浦萱野,,,芝,1400,多摩川Ｓ(3勝クラス)
2026.6.21,東10,15,ウナギノボリ,,牡,58.0,木幡巧,美浦本間,,,芝,1400,多摩川Ｓ(3勝クラス)
