日付S,場 R,馬番,馬名S,馬ID,性別,斤量,騎手,調教師,馬体重,馬体重増減,芝ダ,距離,クラス
2026.1.24,中1,1,シセイヒナタ,,牝,55.0,吉田豊,美浦高橋文,420,0,ダ,1200,３歳未勝利
2026.1.24,中1,2,アドミ,,牝,55.0,菅原明,美浦中川,448,-6,ダ,1200,３歳未勝利
2026.1.24,中1,3,ビアーレ,,牝,55.0,佐々木大輔,美浦林,406,-6,ダ,1200,３歳未勝利
2026.1.24,中1,4,ジョイアミーア,,牝,55.0,三浦,美浦高柳瑞,460,12,ダ,1200,３歳未勝利
2026.1.24,中1,5,スカット,,牝,52.0,▲上里,美浦堀内,450,4,ダ,1200,３歳未勝利
2026.1.24,中1,6,アイアンブランド,,牝,55.0,丸田,美浦南田,420,0,ダ,1200,３歳未勝利
2026.1.24,中1,7,イヌボウノキラメキ,,牝,55.0,キング,美浦国枝,472,-2,ダ,1200,３歳未勝利
2026.1.24,中1,8,ワンダーバリエンス,,牝,55.0,柴田大,美浦畠山,468,-8,ダ,1200,３歳未勝利
2026.1.24,中1,9,ローズオブジャパン,,牝,55.0,松岡,美浦田中剛,438,-4,ダ,1200,３歳未勝利
2026.1.24,中1,10,オニノウタゲ,,牝,55.0,木幡初,美浦尾関,452,-8,ダ,1200,３歳未勝利
2026.1.24,中1,11,トコシエノヒトミ,,牝,53.0,△長浜,美浦小笠,408,-4,ダ,1200,３歳未勝利
2026.1.24,中1,12,ジュニアスウィート,,牝,55.0,原,美浦小手川,468,-2,ダ,1200,３歳未勝利
2026.1.24,中1,13,マジョリカ,,牝,52.0,▲佐藤,美浦菊沢,438,-2,ダ,1200,３歳未勝利
2026.1.24,中1,14,タヤスロレンヌ,,牝,55.0,江田照,美浦岩戸,460,-2,ダ,1200,３歳未勝利
2026.1.24,中1,15,マイニオサラスタス,,牝,52.0,▲遠藤,美浦石栗,388,-2,ダ,1200,３歳未勝利
2026.1.24,中1,16,ムーンブランシュ,,牝,55.0,木幡巧,美浦牧,484,6,ダ,1200,３歳未勝利
2026.1.24,中2,1,ビップマリク,,セ,57.0,江田照,美浦高柳瑞,478,2,ダ,1800,３歳未勝利
2026.1.24,中2,2,シデンイッセン,,牡,54.0,▲上里,美浦田村,498,2,ダ,1800,３歳未勝利
2026.1.24,中2,3,アイデアユー,,牡,57.0,戸崎圭,美浦鹿戸,478,-2,ダ,1800,３歳未勝利
2026.1.24,中2,4,スノースコール,,牡,57.0,キング,美浦加藤征,504,4,ダ,1800,３歳未勝利
2026.1.24,中2,5,クラージュスター,,牡,57.0,横山和,美浦勢司,470,0,ダ,1800,３歳未勝利
2026.1.24,中2,6,ハルノアメ,,牡,57.0,原田和,美浦上原博,430,-2,ダ,1800,３歳未勝利
2026.1.24,中2,7,クアッドフォルツァ,,牡,54.0,▲佐藤,美浦伊藤圭,476,0,ダ,1800,３歳未勝利
2026.1.24,中2,8,コンヴァーンクル,,牡,57.0,佐々木,美浦菊川,470,2,ダ,1800,３歳未勝利
2026.1.24,中2,9,ハロングロットル,,牡,54.0,▲遠藤,美浦伊藤伸,458,2,ダ,1800,３歳未勝利
2026.1.24,中2,10,ハイランダー,,牡,57.0,丸田,美浦萩原,474,0,ダ,1800,３歳未勝利
2026.1.24,中2,11,クリュメノス,,牡,55.0,△長浜,美浦小西,478,0,ダ,1800,３歳未勝利
2026.1.24,中2,12,ニシノモリミチ,,牡,57.0,菅原明,美浦高木,492,0,ダ,1800,３歳未勝利
2026.1.24,中2,13,イントゥゴールデン,,牡,57.0,柴田大,美浦和田雄,476,-2,ダ,1800,３歳未勝利
2026.1.24,中2,14,コパノエイダン,,牡,57.0,原,美浦上原博,494,-2,ダ,1800,３歳未勝利
2026.1.24,中2,15,ハリウッドグラム,,牡,57.0,木幡巧也,美浦林,530,6,ダ,1800,３歳未勝利
2026.1.24,中2,16,ビックリパラダイス,,牡,57.0,小林脩,美浦萱野,478,-6,ダ,1800,３歳未勝利
2026.1.24,中3,1,ハクサンマンゲツ,,牡,57.0,木幡育,美浦菊川,468,0,ダ,1200,３歳新馬
2026.1.24,中3,2,トウカイレオ,,牡,57.0,佐々木,美浦菊川,448,0,ダ,1200,３歳新馬
2026.1.24,中3,3,ショービット,,牡,55.0,長浜鴻緒,美浦小笠,496,0,ダ,1200,３歳新馬
2026.1.24,中3,4,ミヤザキムスメ,,牝,55.0,柴田大,美浦和田雄,396,0,ダ,1200,３歳新馬
2026.1.24,中3,5,ピグマリオン,,牡,57.0,菅原明,美浦斎藤誠,452,0,ダ,1200,３歳新馬
2026.1.24,中3,6,ターフクリスタル,,牡,57.0,原,美浦矢野,460,0,ダ,1200,３歳新馬
2026.1.24,中3,7,ペルシアーノ,,牝,55.0,津村,美浦相沢,440,0,ダ,1200,３歳新馬
2026.1.24,中3,8,コリアンダーアイ,,牝,52.0,▲遠藤,美浦堀内,396,0,ダ,1200,３歳新馬
2026.1.24,中3,9,ベラケンタウロス,,牡,57.0,木幡巧也,美浦中川,492,0,ダ,1200,３歳新馬
2026.1.24,中3,10,デルマアソ,,牝,55.0,小林脩,美浦田島,448,0,ダ,1200,３歳新馬
2026.1.24,中3,11,マサノピンクレディ,,牝,55.0,大野,美浦小笠,434,0,ダ,1200,３歳新馬
2026.1.24,中3,12,サマーゲール,,牡,57.0,キング,美浦加藤士,528,0,ダ,1200,３歳新馬
2026.1.24,中3,13,シーシェル,,牝,55.0,江田照,美浦武藤,410,0,ダ,1200,３歳新馬
2026.1.24,中3,14,リトルコリンズ,,牡,57.0,石橋脩,美浦小手川,418,0,ダ,1200,３歳新馬
2026.1.24,中3,15,エビスディアーナ,,牝,55.0,戸崎圭,美浦加藤征,428,0,ダ,1200,３歳新馬
2026.1.24,中3,16,ミクロスギガース,,牝,55.0,荻野極,美浦西田,382,0,ダ,1200,３歳新馬
2026.1.24,中4,1,クリムゾンリーフ,,牡,54.0,▲上里,美浦加藤士,464,6,ダ,1800,３歳未勝利
2026.1.24,中4,2,サンタピア,,牡,57.0,柴田大,美浦松山,460,8,ダ,1800,３歳未勝利
2026.1.24,中4,3,テイクオンミー,,牡,57.0,柴田善,美浦水野,504,6,ダ,1800,３歳未勝利
2026.1.24,中4,4,ジオストラテジー,,牡,57.0,戸崎圭,美浦牧,510,6,ダ,1800,３歳未勝利
2026.1.24,中4,5,キョウエイアート,,牡,57.0,原,美浦萱野,536,-4,ダ,1800,３歳未勝利
2026.1.24,中4,6,イベリスアマラ,,牡,57.0,荻野極,美浦高橋文,426,-2,ダ,1800,３歳未勝利
2026.1.24,中4,7,レディトゥランブル,,牡,57.0,木幡巧,美浦武井,548,-10,ダ,1800,３歳未勝利
2026.1.24,中4,8,カシマライフウ,,牡,57.0,松岡,美浦伊藤伸,474,4,ダ,1800,３歳未勝利
2026.1.24,中4,9,モウレツ,,牡,57.0,原田和,美浦蛯名利,464,-6,ダ,1800,３歳未勝利
2026.1.24,中4,10,ウインビギニング,,牡,57.0,キング,美浦上原博,506,-2,ダ,1800,３歳未勝利
2026.1.24,中4,11,ファイアリービート,,牡,57.0,大野,美浦鈴木慎,458,12,ダ,1800,３歳未勝利
2026.1.24,中4,12,サクセスゴールド,,牡,57.0,田辺,美浦久保田,486,2,ダ,1800,３歳未勝利
2026.1.24,中4,13,コウソクルリアン,,牡,57.0,佐々木,美浦武藤,476,2,ダ,1800,３歳未勝利
2026.1.24,中4,14,エマープ,,牡,55.0,長浜鴻緒,美浦青木,478,-6,ダ,1800,３歳未勝利
2026.1.24,中4,15,コイオステソーロ,,牡,57.0,菅原明,美浦高木,518,-4,ダ,1800,３歳未勝利
2026.1.24,中5,1,ベストブラザーズ,,牡,57.0,木幡巧,美浦辻,494,-4,芝,2200,３歳未勝利
2026.1.24,中5,2,ウィロークリーク,,牡,57.0,横山和,美浦中舘,488,4,芝,2200,３歳未勝利
2026.1.24,中5,3,ゾネブルーム,,牡,57.0,荻野極,美浦矢嶋,496,8,芝,2200,３歳未勝利
2026.1.24,中5,4,マイネルヴェーゼン,,牡,57.0,石橋脩,美浦相沢,462,10,芝,2200,３歳未勝利
2026.1.24,中5,5,ウェイクフィールド,,牡,57.0,佐々木,美浦嘉藤,482,-10,芝,2200,３歳未勝利
2026.1.24,中5,6,ラヴィニアパーク,,牡,55.0,△長浜,美浦萩原,472,4,芝,2200,３歳未勝利
2026.1.24,中5,7,キンググローリー,,牡,57.0,菅原明,美浦古賀,474,6,芝,2200,３歳未勝利
2026.1.24,中5,8,モデレートゲイル,,牡,57.0,吉田豊,美浦戸田,512,6,芝,2200,３歳未勝利
2026.1.24,中5,9,ノーブルスアーク,,牝,55.0,田辺,美浦尾形,442,8,芝,2200,３歳未勝利
2026.1.24,中5,10,フォーチュンローズ,,牝,55.0,津村,美浦上原佑,462,6,芝,2200,３歳未勝利
2026.1.24,中5,11,スチールナイト,,牡,57.0,丸田,美浦和田雄,462,12,芝,2200,３歳未勝利
2026.1.24,中5,12,トーセンマジェスタ,,牡,57.0,江田照男,美浦池上,498,8,芝,2200,３歳未勝利
2026.1.24,中5,13,エクラドット,,牡,57.0,三浦皇成,美浦西田,522,14,芝,2200,３歳未勝利
2026.1.24,中5,14,ロイヤルヤマト,,牡,54.0,▲佐藤,美浦伊藤圭,450,2,芝,2200,３歳未勝利
2026.1.24,中5,15,ファインブライト,,牡,57.0,大野,美浦佐藤吉,494,2,芝,2200,３歳未勝利
2026.1.24,中5,16,レッドリアライズ,,牡,57.0,原,美浦黒岩,410,2,芝,2200,３歳未勝利
2026.1.24,中5,17,ミッキーファルコン,,牡,57.0,キング,美浦堀,420,-6,芝,2200,３歳未勝利
2026.1.24,中5,18,ベルトラッキ,,牡,54.0,▲上里,美浦加藤士,472,2,芝,2200,３歳未勝利
2026.1.24,中6,1,ニャンタロウ,,牡,57.0,三浦,美浦武市,464,-8,ダ,1800,３歳１勝クラス
2026.1.24,中6,2,ロンギングフォユー,,牝,55.0,荻野極,美浦大竹,474,0,ダ,1800,３歳１勝クラス
2026.1.24,中6,3,ラフレードピエル,,牡,57.0,木幡巧,美浦萱野,452,-8,ダ,1800,３歳１勝クラス
2026.1.24,中6,4,ガンダ,,牡,57.0,菅原明,美浦斎藤誠,492,2,ダ,1800,３歳１勝クラス
2026.1.24,中6,5,ケントン,,牡,57.0,佐々木,美浦田島,494,0,ダ,1800,３歳１勝クラス
2026.1.24,中6,6,ショウナンパトス,,牡,57.0,横山和,美浦中舘,450,0,ダ,1800,３歳１勝クラス
2026.1.24,中6,7,タイセツナヒ,,牡,57.0,原,美浦杉浦,476,-4,ダ,1800,３歳１勝クラス
2026.1.24,中6,8,アジアントレジャー,,牡,55.0,△長浜,美浦蛯名正,510,-10,ダ,1800,３歳１勝クラス
2026.1.24,中6,9,リヒトミューレ,,牡,57.0,津村,栗東中村,510,-4,ダ,1800,３歳１勝クラス
2026.1.24,中6,10,ユアフェリシティ,,牡,57.0,原田和,美浦千葉,486,6,ダ,1800,３歳１勝クラス
2026.1.24,中6,11,クラウトロック,,牡,57.0,戸崎圭,美浦加藤征,536,2,ダ,1800,３歳１勝クラス
2026.1.24,中6,12,アースインハマー,,牡,57.0,キング,美浦奥村武,504,4,ダ,1800,３歳１勝クラス
2026.1.24,中6,13,セントゴーデンス,,牡,57.0,石橋脩,美浦黒岩,524,2,ダ,1800,３歳１勝クラス
2026.1.24,中7,1,ホウオウゴールド,,牡,58.0,横山和,美浦栗田,476,0,ダ,1200,４歳以上１勝クラス
2026.1.24,中7,2,ハーモニーソング,,牝,56.0,荻野極,美浦田島,468,16,ダ,1200,４歳以上１勝クラス
2026.1.24,中7,3,ブリッツアロング,,牡,58.0,原田和,美浦上原博,518,10,ダ,1200,４歳以上１勝クラス
2026.1.24,中7,4,クインズポラリス,,牝,54.0,△長浜,美浦上原博,508,4,ダ,1200,４歳以上１勝クラス
2026.1.24,中7,5,カーヌスティ,,牡,58.0,キング,美浦大和田,488,-2,ダ,1200,４歳以上１勝クラス
2026.1.24,中7,6,ヴォラーレ,,牡,55.0,▲上里,美浦南田,440,6,ダ,1200,４歳以上１勝クラス
2026.1.24,中7,7,ショーモッシュ,,セ,58.0,津村,美浦鈴木伸,496,12,ダ,1200,４歳以上１勝クラス
2026.1.24,中7,8,ホーリーブライト,,牝,53.0,▲遠藤,美浦竹内,468,0,ダ,1200,４歳以上１勝クラス
2026.1.24,中7,9,ヴィンブルレー,,牝,56.0,戸崎圭,美浦矢野,468,-4,ダ,1200,４歳以上１勝クラス
2026.1.24,中7,10,エンジェルラダー,,牝,56.0,三浦,美浦木村,500,12,ダ,1200,４歳以上１勝クラス
2026.1.24,中7,11,スマートフランキー,,牡,58.0,吉田豊,美浦高橋文,504,-3,ダ,1200,４歳以上１勝クラス
2026.1.24,中7,12,シスター,,牝,56.0,石橋脩,美浦勢司,486,-4,ダ,1200,４歳以上１勝クラス
2026.1.24,中7,13,バスターコール,,セ,58.0,原優介,美浦田村,500,6,ダ,1200,４歳以上１勝クラス
2026.1.24,中7,14,ルーフオブヘヴン,,牝,56.0,佐々木,美浦武藤,474,8,ダ,1200,４歳以上１勝クラス
2026.1.24,中7,15,ピコレッド,,牡,58.0,木幡巧,美浦牧,540,-2,ダ,1200,４歳以上１勝クラス
2026.1.24,中7,16,ヴィヴァラリス,,牝,53.0,▲佐藤,美浦尾関,386,8,ダ,1200,４歳以上１勝クラス
2026.1.24,中8,1,ミヤジテン,,牝,56.0,丸田,美浦南田,502,6,ダ,1800,４歳以上１勝クラス
2026.1.24,中8,2,マタミカンサン,,牝,55.0,戸崎圭,美浦加藤士,466,4,ダ,1800,４歳以上１勝クラス
2026.1.24,中8,3,ピラニアキッス,,牝,55.0,横山和,美浦嘉藤,452,-12,ダ,1800,４歳以上１勝クラス
2026.1.24,中8,4,ヴァリオーサ,,牝,55.0,津村,栗東武幸,478,-4,ダ,1800,４歳以上１勝クラス
2026.1.24,中8,5,レリッシュ,,牝,56.0,菅原隆,美浦天間,488,-8,ダ,1800,４歳以上１勝クラス
2026.1.24,中8,6,ルージュマローネ,,牝,55.0,佐々木,美浦栗田,478,-6,ダ,1800,４歳以上１勝クラス
2026.1.24,中8,7,テンミラージュ,,牝,55.0,柴田善臣,美浦深山,448,-6,ダ,1800,４歳以上１勝クラス
2026.1.24,中8,8,パースウェイド,,牝,55.0,荻野極,美浦中舘,476,0,ダ,1800,４歳以上１勝クラス
2026.1.24,中8,9,ライズトゥザトップ,,牝,55.0,石橋脩,美浦牧,,,ダ,1800,４歳以上１勝クラス
2026.1.24,中8,10,シャンハイナイト,,牝,52.0,▲遠藤,美浦村田,484,-2,ダ,1800,４歳以上１勝クラス
2026.1.24,中8,11,キョウエイフロイデ,,牝,56.0,原,美浦中川,484,-6,ダ,1800,４歳以上１勝クラス
2026.1.24,中8,12,ミラクルダンサー,,牝,53.0,△長浜,美浦尾関,520,6,ダ,1800,４歳以上１勝クラス
2026.1.24,中9,1,マイネルフーガ,,牡,57.0,佐々木,美浦鈴木慎,482,-4,芝,1800,東雲賞(2勝クラス)
2026.1.24,中9,2,タイセイリコルド,,牡,57.0,戸崎圭,栗東小栗,488,-6,芝,1800,東雲賞(2勝クラス)
2026.1.24,中9,3,ミーントゥビー,,牝,55.0,松岡,美浦堀内,440,4,芝,1800,東雲賞(2勝クラス)
2026.1.24,中9,4,ダイシンアポロン,,牡,58.0,田辺,美浦戸田,474,-2,芝,1800,東雲賞(2勝クラス)
2026.1.24,中9,5,ヤマニンアドホック,,牡,58.0,津村,美浦辻,464,4,芝,1800,東雲賞(2勝クラス)
2026.1.24,中9,6,ビーオンザカバー,,牡,57.0,キング,美浦伊藤圭,478,4,芝,1800,東雲賞(2勝クラス)
2026.1.24,中9,7,ドゥカート,,牡,57.0,菅原明良,美浦宮田,482,-2,芝,1800,東雲賞(2勝クラス)
2026.1.24,中9,8,レイヤードレッド,,牡,57.0,長浜,美浦手塚久,494,6,芝,1800,東雲賞(2勝クラス)
2026.1.24,中9,9,ミラーダカリエンテ,,牝,55.0,荻野極,美浦相沢,488,4,芝,1800,東雲賞(2勝クラス)
2026.1.24,中10,1,プルナチャンドラ,,牡,58.0,横山和,美浦小野,512,8,ダ,1800,初霞賞(2勝クラス)
2026.1.24,中10,2,マンダリンボレロ,,牡,58.0,松岡,美浦伊藤伸,512,0,ダ,1800,初霞賞(2勝クラス)
2026.1.24,中10,3,ライジンマル,,セ,58.0,木幡初,美浦竹内,532,4,ダ,1800,初霞賞(2勝クラス)
2026.1.24,中10,4,セザンワールド,,セ,58.0,小林脩,美浦蛯名利,510,2,ダ,1800,初霞賞(2勝クラス)
2026.1.24,中10,5,デルマタモン,,牡,58.0,木幡巧也,美浦勢司,510,-6,ダ,1800,初霞賞(2勝クラス)
2026.1.24,中10,6,ヤウガウ,,セ,58.0,江田照,美浦金成,498,2,ダ,1800,初霞賞(2勝クラス)
2026.1.24,中10,7,サノノワンダー,,牡,57.0,戸崎圭,美浦栗田,526,-2,ダ,1800,初霞賞(2勝クラス)
2026.1.24,中10,8,シグムンド,,牡,58.0,原,美浦岩戸,512,4,ダ,1800,初霞賞(2勝クラス)
2026.1.24,中10,9,デファイ,,牝,56.0,佐々木,美浦斎藤誠,474,14,ダ,1800,初霞賞(2勝クラス)
2026.1.24,中10,10,フィールオーサム,,牝,55.0,菅原明,美浦岩戸,440,0,ダ,1800,初霞賞(2勝クラス)
2026.1.24,中11,1,マイネルニコラス,,牡,54.0,柴田大,美浦畠山,522,12,芝,2000,初富士Ｓ(3勝クラス)
2026.1.24,中11,2,タイキラフター,,牡,55.0,三浦,美浦大竹,536,12,芝,2000,初富士Ｓ(3勝クラス)
2026.1.24,中11,3,ミカッテヨンデイイ,,牝,52.0,小林脩,美浦堀内,428,2,芝,2000,初富士Ｓ(3勝クラス)
2026.1.24,中11,4,フレーヴァード,,牡,55.0,横山和生,美浦大竹,454,10,芝,2000,初富士Ｓ(3勝クラス)
2026.1.24,中11,5,ロジマンボ,,牡,52.0,江田照,美浦古賀,500,10,芝,2000,初富士Ｓ(3勝クラス)
2026.1.24,中11,6,マイネルブリックス,,牡,54.0,松岡,美浦黒岩,480,-4,芝,2000,初富士Ｓ(3勝クラス)
2026.1.24,中11,7,シャドウメテオ,,牝,54.0,戸崎圭,美浦金成,466,6,芝,2000,初富士Ｓ(3勝クラス)
2026.1.24,中11,8,ドットクルー,,牡,55.0,キング,栗東笹田,476,4,芝,2000,初富士Ｓ(3勝クラス)
2026.1.24,中11,9,スパークリシャール,,セ,55.0,吉田豊,美浦小島,490,2,芝,2000,初富士Ｓ(3勝クラス)
2026.1.24,中11,10,ショウナンラピダス,,牡,57.0,荻野極,美浦国枝,500,-2,芝,2000,初富士Ｓ(3勝クラス)
2026.1.24,中11,11,ソリダリティ,,牡,55.0,菅原明良,栗東西園翔,514,-2,芝,2000,初富士Ｓ(3勝クラス)
2026.1.24,中11,12,コスモフロイデ,,牡,53.0,原田和,美浦天間,476,2,芝,2000,初富士Ｓ(3勝クラス)
2026.1.24,中11,13,ルシフェル,,牝,54.0,大野,栗東西園翔,508,-4,芝,2000,初富士Ｓ(3勝クラス)
2026.1.24,中11,14,ガジュノリ,,牝,54.0,木幡巧,美浦尾形,494,2,芝,2000,初富士Ｓ(3勝クラス)
2026.1.24,中11,15,ホウオウムサシ,,牡,56.0,佐々木,美浦蛯名正,454,-2,芝,2000,初富士Ｓ(3勝クラス)
2026.1.24,中11,16,エセルフリーダ,,牝,55.0,津村,美浦武藤,488,2,芝,2000,初富士Ｓ(3勝クラス)
2026.1.24,中11,17,カヨウネンカ,,牝,52.0,長浜,美浦斎藤誠,468,-2,芝,2000,初富士Ｓ(3勝クラス)
2026.1.24,中11,18,アマイ,,牝,54.0,原,美浦伊藤大,474,2,芝,2000,初富士Ｓ(3勝クラス)
2026.1.24,中12,1,アセンブリールーム,,牡,57.0,戸崎圭,美浦中川,462,4,芝,1600,４歳以上１勝クラス
2026.1.24,中12,2,プリムツァール,,牝,55.0,キング,美浦蛯名正,464,-4,芝,1600,４歳以上１勝クラス
2026.1.24,中12,3,エコロライジン,,牡,58.0,菅原明,美浦矢野,474,2,芝,1600,４歳以上１勝クラス
2026.1.24,中12,4,レッドロスタム,,牡,58.0,佐々木,美浦国枝,508,8,芝,1600,４歳以上１勝クラス
2026.1.24,中12,5,イージーブリージー,,牝,56.0,荻野極,美浦伊坂,440,0,芝,1600,４歳以上１勝クラス
2026.1.24,中12,6,ペプロス,,牝,55.0,木幡巧也,美浦矢野,470,-8,芝,1600,４歳以上１勝クラス
2026.1.24,中12,7,チョングク,,牡,55.0,△長浜,美浦南田,490,4,芝,1600,４歳以上１勝クラス
2026.1.24,中12,8,ゴールドシーン,,セ,58.0,大野,美浦林,462,6,芝,1600,４歳以上１勝クラス
2026.1.24,中12,9,カイトグート,,牝,56.0,柴田大,美浦和田雄,474,2,芝,1600,４歳以上１勝クラス
2026.1.24,中12,10,スノークローバー,,牡,55.0,▲上里,美浦加藤和,508,-18,芝,1600,４歳以上１勝クラス
2026.1.24,中12,11,メランジェ,,牝,55.0,三浦皇成,美浦田中剛,452,0,芝,1600,４歳以上１勝クラス
2026.1.24,中12,12,サトノジール,,牝,56.0,原優介,美浦古賀,408,-8,芝,1600,４歳以上１勝クラス
2026.1.24,京1,1,タントレーベル,,牝,55.0,ハマーハン,栗東吉村,468,2,ダ,1800,３歳未勝利
2026.1.24,京1,2,メイショウアカリ,,牝,55.0,太宰,栗東松下,520,0,ダ,1800,３歳未勝利
2026.1.24,京1,3,オーブフレッシュ,,牝,55.0,西村淳,栗東辻野,456,2,ダ,1800,３歳未勝利
2026.1.24,京1,4,ドリームハーモニー,,牝,55.0,藤懸,栗東加藤公,448,-9,ダ,1800,３歳未勝利
2026.1.24,京1,5,リーチグローリー,,牝,55.0,高杉,栗東浜田,492,-4,ダ,1800,３歳未勝利
2026.1.24,京1,6,タガノシルフィー,,牝,55.0,角田和,栗東石橋,462,-4,ダ,1800,３歳未勝利
2026.1.24,京1,7,アーネストアイズ,,牝,55.0,横山武,栗東松永幹,466,0,ダ,1800,３歳未勝利
2026.1.24,京1,8,シャフメラン,,牝,55.0,川田,栗東新谷,438,4,ダ,1800,３歳未勝利
2026.1.24,京1,9,イルカンダ,,牝,55.0,小崎,栗東小崎,518,-6,ダ,1800,３歳未勝利
2026.1.24,京1,10,ブラッドムーン,,牝,53.0,◇永島,栗東宮本,448,6,ダ,1800,３歳未勝利
2026.1.24,京1,11,アークブリッツ,,牝,55.0,吉村,栗東平田,474,-4,ダ,1800,３歳未勝利
2026.1.24,京1,12,ヴォメロ,,牝,55.0,池添,栗東宮地,446,-8,ダ,1800,３歳未勝利
2026.1.24,京2,1,アドフランマム,,牡,57.0,角田和,栗東本田,514,8,ダ,1200,３歳未勝利
2026.1.24,京2,2,トーアウィリアム,,牡,54.0,▲森田,栗東牧田,492,6,ダ,1200,３歳未勝利
2026.1.24,京2,3,ナムラオットー,,牡,57.0,城戸,栗東荒川,452,0,ダ,1200,３歳未勝利
2026.1.24,京2,4,コウユーニポポニコ,,牝,55.0,国分優,美浦竹内,458,-8,ダ,1200,３歳未勝利
2026.1.24,京2,5,バンダムソレール,,牡,55.0,◇永島,栗東小栗,462,2,ダ,1200,３歳未勝利
2026.1.24,京2,6,ゲレイロ,,牡,57.0,西村淳,栗東今野,470,0,ダ,1200,３歳未勝利
2026.1.24,京2,7,リアルアルバ,,牡,57.0,田口,栗東大橋,464,0,ダ,1200,３歳未勝利
2026.1.24,京2,8,ワイドポティロン,,牝,55.0,岩田望,栗東佐藤悠,426,-6,ダ,1200,３歳未勝利
